timestamp,Cpu_php,Net_In_Global,Disque_write_global,Ram_http,Net_Out_Global,Nb_connection_mysql,Nb_process_php,Cpu_http,Cpu_global,Nb_process_http
2021-10-23 22:00:00,29.51,0.02,359.03,3.7,0.03,71.0,101.0,0.36,6.47,324.0
2021-10-23 22:05:00,28.73,0.02,328.35,3.9,0.03,19.0,101.0,0.06,6.3,332.0
2021-10-23 22:10:00,28.76,0.02,7065.18,4.5,0.03,70.0,101.0,0.92,8.07,396.0
2021-10-23 22:15:00,29.09,0.02,2871.67,3.8,0.03,71.0,101.0,0.07,6.94,332.0
2021-10-23 22:20:00,29.11,13.08,279.28,4.0,0.07,69.0,103.0,0.55,5.84,350.0
2021-10-23 22:25:00,28.84,0.02,366.19,3.9,0.03,14.0,101.0,0.19,9.28,336.0
2021-10-23 22:30:00,29.11,0.02,277.62,4.6,0.03,84.0,101.0,0.74,7.77,411.0
2021-10-23 22:35:00,29.07,0.02,242.55,3.4,0.03,17.0,101.0,0.08,6.77,287.0
2021-10-23 22:40:00,29.19,0.02,322.65,4.1,0.03,67.0,101.0,0.4,12.47,355.0
2021-10-23 22:45:00,29.0,0.02,270.04,3.8,0.03,24.0,101.0,0.06,7.66,324.0
2021-10-23 22:50:00,28.93,0.02,371.08,4.2,0.03,64.0,101.0,0.46,7.41,371.0
2021-10-23 22:55:00,28.89,0.02,391.65,3.5,0.03,17.0,101.0,0.17,7.32,298.0
2021-10-23 23:00:00,28.96,0.02,382.43,4.3,0.03,72.0,101.0,1.31,8.56,381.0
2021-10-23 23:05:00,28.96,0.02,253.08,3.7,0.03,18.0,101.0,0.08,8.34,320.0
2021-10-23 23:10:00,28.94,0.04,2048.87,4.2,0.03,68.0,101.0,0.54,5.57,366.0
2021-10-23 23:15:00,28.93,0.02,350.49,3.3,0.03,21.0,101.0,0.14,7.1,282.0
2021-10-23 23:20:00,28.93,0.02,341.32,4.5,0.03,80.0,101.0,0.99,9.92,405.0
2021-10-23 23:25:00,29.01,0.02,329.58,3.5,0.03,25.0,101.0,0.19,6.02,301.0
2021-10-23 23:30:00,28.9,0.02,342.58,4.1,0.03,80.0,101.0,0.77,6.61,354.0
2021-10-23 23:35:00,28.88,0.02,314.49,3.1,0.03,31.0,101.0,0.1,5.75,264.0
2021-10-23 23:40:00,28.81,0.02,475.19,4.3,0.03,76.0,101.0,1.61,6.14,388.0
2021-10-23 23:45:00,28.76,0.02,355.98,3.3,0.03,24.0,101.0,0.16,5.2,279.0
2021-10-23 23:50:00,28.7,0.02,286.99,4.3,0.03,66.0,101.0,1.45,8.0,384.0
2021-10-23 23:55:00,28.73,0.02,346.74,3.3,0.03,38.0,101.0,0.06,6.29,285.0
2021-10-24 00:00:00,28.69,0.02,287.63,4.1,0.03,72.0,101.0,1.3,9.37,362.0
2021-10-24 00:05:00,28.68,0.02,289.02,3.7,0.03,32.0,101.0,0.06,7.87,312.0
2021-10-24 00:10:00,28.66,0.02,411.98,4.0,0.03,69.0,101.0,1.27,5.27,354.0
2021-10-24 00:15:00,28.67,0.02,327.66,3.6,0.03,22.0,101.0,0.07,6.1,311.0
2021-10-24 00:20:00,28.6,0.02,266.5,4.5,0.03,73.0,101.0,3.5,5.81,402.0
2021-10-24 00:25:00,28.57,0.02,298.3,3.8,0.03,29.0,101.0,0.37,6.41,332.0
2021-10-24 00:30:00,28.57,0.02,281.68,4.2,0.03,92.0,101.0,1.78,9.19,364.0
2021-10-24 00:35:00,28.6,0.02,205.22,3.7,0.03,28.0,101.0,0.12,12.58,315.0
2021-10-24 00:40:00,28.51,0.02,298.97,4.1,0.03,66.0,101.0,1.12,6.02,364.0
2021-10-24 00:45:00,28.58,0.02,304.92,3.6,0.03,26.0,101.0,0.23,5.71,309.0
2021-10-24 00:50:00,28.51,0.02,450.67,4.2,0.03,66.0,101.0,2.99,15.38,371.0
2021-10-24 00:55:00,28.54,0.02,204.86,3.4,0.03,22.0,101.0,0.03,7.22,283.0
2021-10-24 01:00:00,28.32,0.02,399.33,3.9,0.03,100.0,101.0,5.54,7.92,342.0
2021-10-24 01:05:00,28.21,0.02,203.73,3.8,0.03,19.0,101.0,0.08,18.78,332.0
2021-10-24 01:10:00,27.51,0.02,417.3,4.3,0.03,69.0,101.0,3.71,6.5,382.0
2021-10-24 01:15:00,27.26,0.02,198.55,3.4,0.03,21.0,101.0,0.05,5.09,295.0
2021-10-24 01:20:00,27.33,0.02,365.09,4.1,0.03,61.0,101.0,7.79,5.93,368.0
2021-10-24 01:25:00,27.52,0.02,311.84,4.0,0.03,22.0,101.0,0.34,6.59,350.0
2021-10-24 01:30:00,27.43,0.02,321.93,4.2,0.03,22.0,101.0,3.6,11.86,373.0
2021-10-24 01:35:00,27.61,0.02,287.33,3.8,0.03,20.0,101.0,0.07,5.42,328.0
2021-10-24 01:40:00,27.48,0.02,394.87,4.6,0.03,26.0,101.0,2.06,5.12,404.0
2021-10-24 01:45:00,27.61,0.02,329.76,4.0,0.03,24.0,101.0,0.17,6.48,349.0
2021-10-24 01:50:00,27.44,0.02,303.09,4.6,0.03,23.0,101.0,8.92,5.27,412.0
2021-10-24 01:55:00,27.57,0.02,204.13,3.8,0.03,21.0,101.0,0.1,6.33,331.0
2021-10-24 02:00:00,27.4,0.02,356.56,4.4,0.03,20.0,101.0,0.25,9.95,390.0
2021-10-24 02:05:00,27.52,0.02,215.72,3.3,0.03,30.0,101.0,0.2,6.22,286.0
2021-10-24 02:10:00,27.5,0.02,469.72,4.1,0.03,24.0,101.0,7.17,7.77,372.0
2021-10-24 02:15:00,27.49,0.02,191.72,3.5,0.03,24.0,101.0,0.12,14.1,304.0
2021-10-24 02:20:00,27.65,0.03,537.67,4.5,0.03,30.0,101.0,4.88,15.0,408.0
