timestamp,Cpu_php,Net_In_Global,Disque_write_global,Ram_http,Net_Out_Global,Nb_connection_mysql,Nb_process_php,Cpu_http,Cpu_global,Nb_process_http
2021-10-23 22:00:00,28.67,0.02,450.51,3.1,0.03,23.0,101.0,0.05,5.63,264.0
2021-10-23 22:05:00,28.704147,0.02,312.8,3.849372,0.03,46.01,101.0,0.387953,6.094582,336.25
2021-10-23 22:10:00,28.812354,0.02,993.958,3.833519,0.03,47.115,101.0,0.401402,7.965583,332.068519
2021-10-23 22:15:00,29.009183,0.021002,6797.486,3.950333,0.031002,50.550918,101.0,0.3507,9.051817,342.076795
2021-10-23 22:20:00,29.211002,23.123132,6365.503295,3.841903,63.576138,68.126878,101.797659,0.278217,7.450652000000001,333.325
2021-10-23 22:25:00,29.180033,24.993,572.431107,3.701836,50.78,61.176667,102.397329,0.32575,8.774917,321.04674500000004
2021-10-23 22:30:00,29.017704,5.4625,308.335707,3.830551,0.0475,43.043333,101.6,0.38592,8.9176,331.586957
2021-10-23 22:35:00,29.027207,0.021,299.011269,3.990017,0.031,43.354409,101.0,0.28555,8.393322,345.415
2021-10-23 22:40:00,29.125017,0.02,316.563,3.999499,0.03,41.347754,101.0,0.265517,9.1782,347.233333
2021-10-23 22:45:00,29.065635,0.02102,320.963,3.940803,0.03,41.325543,101.0,0.32245,8.452788,341.365
2021-10-23 22:50:00,28.894271000000003,0.02102,314.633,3.971619000000001,0.03,41.115578,101.0,0.242767,9.27616,343.829716
2021-10-23 22:55:00,28.878817,0.02,326.827,3.950584,0.03,38.568562,101.0,0.266867,8.982167,341.140234
2021-10-23 23:00:00,28.928917,0.021,328.29900000000004,3.919967,0.031,40.861667,101.0,0.414567,8.5643,339.113523
2021-10-23 23:05:00,28.945058000000003,0.021002,313.744,3.850333,0.031002,41.980033,101.0,0.429414,8.050133,335.168333
2021-10-23 23:10:00,28.948865,0.023,513.835,3.770618,0.03,39.098333,101.0,0.3982969999999999,6.3596330000000005,327.380634
2021-10-23 23:15:00,28.946912,0.024007,702.553,3.750751,0.031002,38.580268,101.0,0.395617,6.47395,323.528428
2021-10-23 23:20:00,28.93798,0.021,509.369,3.739733,0.031,43.431438,101.0,0.5909,8.407245,323.021703
2021-10-23 23:25:00,28.960168,0.020983,322.603,3.808333,0.03,46.083472,101.0,0.548333,8.103189,331.236667
2021-10-23 23:30:00,28.965134000000003,0.02197,323.389716,3.888815,0.030985,47.707846,101.0,0.368467,6.136556,338.298333
2021-10-23 23:35:00,28.924133,0.020987,335.310318,3.781667,0.030987,48.881667,101.0,0.409033,6.04945,326.662771
2021-10-23 23:40:00,28.875075,0.02,335.632295,3.67212,0.03,48.0599,101.0,0.552217,6.328765,316.918333
2021-10-23 23:45:00,28.834224,0.021,332.480234,3.750754,0.031,47.281667,101.0,0.5349,6.324783,325.694491
2021-10-23 23:50:00,28.77212,0.021,332.726,3.789983,0.031,45.243333,101.0,0.5687479999999999,6.883756,329.210702
2021-10-23 23:55:00,28.741015,0.02,336.026,3.878536,0.03,49.72,101.0,0.620334,6.912107000000001,337.621035
2021-10-24 00:00:00,28.72905,0.020987,321.685241,3.945979,0.030987,51.101667,101.0,0.58849,6.997446000000001,343.396667
2021-10-24 00:05:00,28.686978000000003,0.020987,316.472433,3.817504,0.030987,46.414023,101.0,0.718389,7.455283,334.0599
2021-10-24 00:10:00,28.66795,0.02,336.216411,3.817833,0.03,47.253756,101.0,0.835059,6.76571,331.724541
2021-10-24 00:15:00,28.672154,0.021,325.32415,3.8595,0.03,49.933333000000005,101.0,1.011536,5.856317,335.135452
2021-10-24 00:20:00,28.639017,0.021,326.34915,3.9305,0.03,50.430948,101.0,1.7013,6.207195,337.636667
2021-10-24 00:25:00,28.602,0.02,331.41900000000004,3.989,0.03,48.868333,101.0,1.7216169999999995,7.138358,346.794658
2021-10-24 00:30:00,28.577913,0.021003,335.212,4.099165,0.0310029999999999,53.240401,101.0,1.416661,8.4663,362.103333
2021-10-24 00:35:00,28.55985,0.021,330.27,4.03005,0.031,55.388333,101.0,1.321133,9.363033,351.951667
2021-10-24 00:40:00,28.559917,0.02,332.175243,3.879299,0.03,51.39,101.0,0.925241,8.334188000000001,337.350584
2021-10-24 00:45:00,28.558003000000003,0.02102,336.174814,3.920367,0.03,49.8,101.0,1.065817,7.204331,341.893333
2021-10-24 00:50:00,28.546043,0.02102,328.612,3.950083,0.03,48.2,101.0,1.315896,8.341248,341.196667
2021-10-24 00:55:00,28.522087,0.021,322.485734,3.988833,0.03,47.1,101.0,1.031244,9.069416,347.498333
2021-10-24 01:00:00,28.814133,0.021987,1736.676388,3.739434,0.03,54.8,101.0,1.468876,7.960517999999999,333.140234
2021-10-24 01:05:00,28.409833000000003,0.020988,1725.142296,3.669667,0.03,55.1,101.0,2.616494,7.99145,321.787625
2021-10-24 01:10:00,27.731783,0.021002,319.3648,3.899165,0.03,47.3,101.0,2.438083,7.855833,338.492487
2021-10-24 01:15:00,27.59495,0.021997,10721.97187,3.869717,0.03,47.2,101.0,2.197133,6.4892330000000005,342.532554
2021-10-24 01:20:00,27.397826,0.021002,10701.07005,3.790833,0.03,46.836667,101.0,2.89585,5.973667,333.41806
2021-10-24 01:25:00,27.397843,0.021003,326.0472,3.851505,0.03,47.81,101.0,3.674083,6.81425,333.770903
2021-10-24 01:30:00,27.435217,0.022,325.282113,3.911371,0.031,39.59129,101.0,3.408117,9.115867,343.18697799999995
2021-10-24 01:35:00,27.509633,0.021,325.26908,3.890317,0.031,36.713568,101.0,2.461933,8.7315,343.672213
2021-10-24 01:40:00,27.546256,0.02,323.290771,4.069218,0.03,39.441667,101.0,2.991867,6.016167,354.998333
2021-10-24 01:45:00,27.5456,0.0210349999999999,335.142,4.21806,0.03,30.949917,101.0,3.489533,5.928967,369.229097
2021-10-24 01:50:00,27.54311,0.0210349999999999,325.866,4.048328,0.03,23.698997,101.0,2.88575,5.900117,355.535117
2021-10-24 01:55:00,27.51803,0.021005,313.942,4.0195,0.03,23.591973,101.0,1.595517,6.459264,356.255
2021-10-24 02:00:00,27.501864,0.022027,324.833,4.23005,0.03,22.178631,101.0,0.47155,7.376811,377.534224
2021-10-24 02:05:00,27.498083,0.021018,319.666,4.031386,0.03,22.681667,101.0,0.709317,9.533133,360.212375
2021-10-24 02:10:00,27.519147,0.020983,329.892,3.689816,0.03,23.305,101.0,2.213717,9.581219,327.656667
2021-10-24 02:15:00,27.50908,0.021973,327.48,3.699834,0.03,24.508333,101.0,3.288967,8.597438,326.7
2021-10-24 02:20:00,27.52192,0.020987,330.26800000000003,3.870401,0.03,26.298333000000003,101.0,3.796739,10.225914,338.306667
2021-10-24 02:25:00,27.583744,0.021987,321.197,4.001843,0.03,28.391667,101.0,3.4131160000000005,9.3625,348.205
2021-10-24 02:30:00,27.640918,0.022983,298.96,3.981469,0.031,26.088481,101.0,1.4642879999999998,7.643183,351.298333
2021-10-24 02:35:00,27.703406,0.021,315.25,3.97107,0.031,24.891486,101.0,0.384374,6.722821000000001,348.3
2021-10-24 02:40:00,27.792922,0.021002,312.622,3.889983,0.03,24.603333,101.0,0.129095,7.823077,346.52833300000003
2021-10-24 02:45:00,27.837028000000004,0.022003,311.88,3.779466,0.03,23.388333,101.0,0.101776,7.8098,339.626667
2021-10-24 02:50:00,27.871736,0.021,315.17530800000003,3.80985,0.03,25.883527,101.0,0.1139,7.447164,335.996667
2021-10-24 02:55:00,27.949082,0.020985,310.711862,3.910982,0.03,27.69616,101.0,0.125533,9.255509,344.806344
2021-10-24 03:00:00,27.983983,0.021977,313.273057,4.010684,0.03,27.257956,101.0,0.094467,8.104648,360.055092
2021-10-24 03:05:00,28.01803,0.020987,311.676307,4.100501,0.03,25.749164,101.0,0.085833,6.013679,366.083333
2021-10-24 03:10:00,28.059933,0.021002,325.187768,4.000501,0.03,24.096828,101.0,0.10182,5.649733,356.270451
2021-10-24 03:15:00,28.071054,0.023,319.273,3.798998000000001,0.03,24.783333,101.0,0.097033,5.84095,343.808333
2021-10-24 03:20:00,28.075025,0.022003,295.898,3.650417,0.03,25.763727,101.0,0.113033,5.869498,333.404007
2021-10-24 03:25:00,28.08495,0.021003,299.879,3.630885,0.03,28.282862,101.0,0.108717,5.757726,331.270903
2021-10-24 03:30:00,28.084023,0.023005,315.521,3.680667,0.03,28.003339,101.0,0.101667,5.548381,331.825
2021-10-24 03:35:00,28.084033,0.021997,316.892,3.590468,0.03,29.251667,101.0,0.118664,5.655883,326.332779
2021-10-24 03:40:00,28.10202,0.020983,306.45,3.550918,0.03,32.038333,101.0,0.112417,6.10192,327.550918
2021-10-24 03:45:00,28.104992,0.022003,295.71,3.679264,0.03,29.998331,101.0,0.11785,6.439598999999999,336.762542
2021-10-24 03:50:00,28.110918,0.0210169999999999,316.43,3.709365,0.03,29.523333,101.0,0.12015,6.717128999999999,340.296667
2021-10-24 03:55:00,28.126945000000003,0.02,323.188,3.641764,0.03,29.6,101.0,0.1426,7.058982,331.388982
2021-10-24 04:00:00,28.151085,0.021983,309.519,3.561833,0.03,27.876667,101.0,0.126423,6.980500999999999,323.677796
2021-10-24 04:05:00,28.170918,0.021987,318.334,3.490803,0.03,27.199667,101.0,0.095333,6.761889999999999,328.42571
2021-10-24 04:10:00,28.17985,0.021002,308.659565,3.460935,0.03,28.715,101.0,0.155559,6.820134,333.395
2021-10-24 04:15:00,28.191897,0.022003,292.21474900000004,3.4213690000000003,0.03,28.316667,101.0,0.147,6.761569000000001,330.141667
2021-10-24 04:20:00,28.193022,0.021002,300.683,3.45025,0.03,28.579299,101.0,0.092017,8.111219,338.262104
2021-10-24 04:25:00,28.21404,0.021987,307.12,3.5484190000000004,0.03,28.759197,101.0,0.08835,7.793406,347.971667
2021-10-24 04:30:00,28.248883000000003,0.02399,297.765,3.489833,0.03,27.421405,101.0,0.093195,7.169632000000001,342.396667
2021-10-24 04:35:00,28.26803,0.022003,295.398,3.451085,0.03,26.207705,101.0,0.1199829999999999,7.034039999999999,338.895
2021-10-24 04:40:00,28.282047,0.02,304.641,3.530718,0.03,25.560201,101.0,0.140317,5.708648,344.595
2021-10-24 04:45:00,28.287067,0.0210169999999999,303.371,3.549917,0.03,25.460768,101.0,0.149601,5.844925,346.161398
2021-10-24 04:50:00,28.306043,0.0220129999999999,304.435,3.5103160000000004,0.03,23.686667,101.0,0.170567,6.317088,345.90317200000004
2021-10-24 04:55:00,28.33203,0.022983,311.806,3.522037,0.03,24.81803,101.0,0.181536,6.749549000000001,346.414023
2021-10-24 05:00:00,28.336967,0.0239629999999999,325.568,3.4523410000000005,0.03,25.340568,101.0,0.16392,6.459298,342.151414
2021-10-24 05:05:00,28.364975,0.022977,356.552,3.4592650000000003,0.0310029999999999,26.687188,101.0,0.121307,7.382433,346.392977
2021-10-24 05:10:00,28.403005,0.023,347.07,3.516722,0.031,28.19,101.0,0.087822,7.57825,355.414003
2021-10-24 05:15:00,28.425075,0.024,313.224,3.497663,0.03,29.745819,101.0,0.127963,6.39222,350.130501
2021-10-24 05:20:00,28.449052,0.022003,300.824,3.519468,0.03,28.671119,101.0,0.16,6.164591000000001,353.241667
2021-10-24 05:25:00,28.450952,0.021987,297.623,3.488667,0.03,25.266667,101.0,0.1504,5.969449,347.59333300000003
2021-10-24 05:30:00,28.424825,0.0229879999999999,301.52,3.428667,0.03,26.394649,101.0,0.145483,5.819617,343.949917
2021-10-24 05:35:00,28.395092,0.021,300.889,3.329167,0.03,28.827759000000004,101.0,0.109884,5.78015,338.016694
2021-10-24 05:40:00,28.378946000000003,0.0210169999999999,293.48400000000004,3.369333,0.03,28.210351,101.0,0.129132,5.965042,346.34333300000003
2021-10-24 05:45:00,28.380935,0.022033,294.259,3.590985,0.03,26.951586,101.0,0.172291,6.410067,364.443333
2021-10-24 05:50:00,28.376933,0.0210169999999999,298.857,3.6199,0.03,28.703333,101.0,0.156237,8.78015,365.829716
2021-10-24 05:55:00,28.364983,0.021997,305.047,3.631333,0.03,30.565,101.0,0.145803,10.527583,368.555927
2021-10-24 06:00:00,28.348013,0.023005,311.08,3.6305,0.03,29.318333000000003,101.0,0.139483,8.347433,357.989983
2021-10-24 06:05:00,28.356967,0.0220229999999999,324.659417,3.378464,0.03,31.218333,101.0,0.140467,8.498,336.051753
2021-10-24 06:10:00,28.396983,0.024023,363.005417,3.259933,0.031018,31.623333,101.0,0.150067,9.26755,338.628952
2021-10-24 06:15:00,28.405008,0.024007,353.412,3.439399,0.031018,27.252087,101.0,0.144064,7.190416,348.298333
2021-10-24 06:20:00,28.39595,0.020998,318.823,3.510017,0.03,26.524207,101.0,0.146928,6.704017,344.774624
2021-10-24 06:25:00,28.393923,0.021983,308.466,3.380301,0.03,25.650582,101.0,0.134374,7.346722,340.053422
2021-10-24 06:30:00,28.375927,0.022977,295.435,3.4605,0.030987,24.465,101.0,0.1525,7.182367,349.921536
2021-10-24 06:35:00,28.33601,0.020985,302.117,3.481135,0.030985,25.350584,101.0,0.17,6.52155,351.348915
2021-10-24 06:40:00,28.31614,0.02,319.64,3.441736,0.03,26.859766,101.0,0.169017,6.769966999999999,348.314381
2021-10-24 06:45:00,28.320968,0.021,326.505,3.511667,0.031,28.562604,101.0,0.175967,6.764117,353.717863
2021-10-24 06:50:00,28.332003000000004,0.021,313.244,3.388982,0.031,28.04,101.0,0.142433,6.263706,341.838602
2021-10-24 06:55:00,28.332,0.021002,302.623,3.399165,0.03,27.963333,101.0,0.1663,6.313199,341.696667
2021-10-24 07:00:00,28.321987,0.021987,302.055,3.5399,0.030985,27.257525,101.0,0.197655,6.260768,358.020067
2021-10-24 07:05:00,28.33,0.021987,419.327,3.550167,0.031987,29.237458,101.0,0.156144,6.08215,360.185619
2021-10-24 07:10:00,28.366104,0.023,507.594633,3.5605,0.031,31.63,101.0,0.11625,6.636606,359.875
2021-10-24 07:15:00,28.380965000000003,0.0229879999999999,407.882633,3.531167,0.030985,32.382304,101.0,0.0909,6.6194,357.001669
2021-10-24 07:20:00,28.370935,0.020985,326.908,3.4516720000000003,0.030985,33.764608,101.0,0.109517,6.17823,341.458194
2021-10-24 07:25:00,28.366912,0.0210169999999999,313.999,3.349082,0.03,34.041736,101.0,0.148414,6.42705,338.128548
2021-10-24 07:30:00,28.366017,0.0220199999999999,303.26,3.369,0.031002,34.236667,101.0,0.15145,6.365659,346.358333
2021-10-24 07:35:00,28.361085,0.022003,318.408,3.499165,0.031002,33.645,101.0,0.1325329999999999,6.700767,354.265442
2021-10-24 07:40:00,28.352988,0.021987,327.87300000000005,3.4492510000000003,0.03,32.120401,101.0,0.1168329999999999,7.01235,346.463211
2021-10-24 07:45:00,28.357876,0.022983,310.847,3.389649,0.03,33.382304,101.0,0.184533,6.458664,341.646667
2021-10-24 07:50:00,28.36798,0.022,305.05,3.5207010000000003,0.03,38.976589,101.0,0.2001,6.131414,355.168053
2021-10-24 07:55:00,28.390953000000003,0.021003,317.8193,3.491667,0.03,40.57596,101.0,0.126467,6.3713,349.498333
2021-10-24 08:00:00,28.407876,0.0220229999999999,335.2023,3.451833,0.03102,37.863105,101.0,0.187283,7.973155,350.491639
2021-10-24 08:05:00,28.40788,0.0210169999999999,333.677,3.5015,0.031017,39.504188,101.0,0.25845,9.197587,358.113523
2021-10-24 08:10:00,28.405042,0.02,327.17400000000004,3.420701,0.03,39.728333,101.0,0.2141809999999999,7.564758,347.046667
2021-10-24 08:15:00,28.401017,0.02199,312.249,3.468948,0.030987,39.737896,101.0,0.143896,6.195535,346.108514
2021-10-24 08:20:00,28.396,0.02199,318.372,3.558264,0.030987,39.66778,101.0,0.158645,6.266717,353.971667
2021-10-24 08:25:00,28.392087,0.02,331.759,3.519032,0.03,40.141431,101.0,0.245913,7.342533,350.851419
2021-10-24 08:30:00,28.394040000000004,0.021,322.541,3.540067,0.03,39.665,101.0,0.232871,7.901002,352.527638
2021-10-24 08:35:00,28.405933,0.022,318.768,3.640266,0.03,38.549249,101.0,0.162733,7.567913000000001,353.020033
2021-10-24 08:40:00,28.4219,0.021002,320.445,3.611185,0.03,42.26,101.0,0.171183,7.131786,344.365609
2021-10-24 08:45:00,28.42905,0.023005,326.317,3.531052,0.058047,39.528333,101.0,0.222183,6.781217,344.762542
2021-10-24 08:50:00,28.435033,0.023005,331.144,3.5011690000000004,0.058047,36.379599,101.0,0.216912,7.132437,343.918197
2021-10-24 08:55:00,28.445967,0.021002,324.2,3.551252,0.032003,39.39399,101.0,0.1864559999999999,6.890402000000001,343.599002
2021-10-24 09:00:00,28.449017,0.022003,324.776,3.640067,0.033005,38.133556,101.0,0.19105,6.580684,352.03005
2021-10-24 09:05:00,28.449967,0.0220199999999999,320.681,3.759599,0.031002,37.028333,101.0,0.1835,6.835141999999999,361.247906
2021-10-24 09:10:00,28.463933,0.0210169999999999,309.827,3.738833,0.03,37.416667,101.0,0.139,8.241916999999999,353.265442
2021-10-24 09:15:00,28.489883000000003,0.020998,309.608,3.819366000000001,0.030998,37.2261,101.0,0.131333,8.953555999999999,356.87687200000005
2021-10-24 09:20:00,28.503927,0.021,309.235,3.779633,0.031,40.43617,101.0,0.177083,8.096160000000001,350.285
2021-10-24 09:25:00,28.50605,0.02,311.481,3.519199,0.03,35.509182,101.0,0.2548,8.756433,332.874582
2021-10-24 09:30:00,28.511052000000003,0.020927,330.275,3.539933,0.03,35.781667,101.0,0.23525,8.222204,326.638796
2021-10-24 09:35:00,28.511997,0.02102,323.446,3.839399,0.03,36.591667,101.0,0.1398829999999999,6.374093,342.150502
2021-10-24 09:40:00,28.518967,0.02,316.615,3.829716,0.03,38.48414,101.0,0.150385,6.557983,336.841667
2021-10-24 09:45:00,28.521002000000003,0.022003,324.907,3.5604339999999994,0.03,39.729097,101.0,0.147679,6.676522,311.929883
2021-10-24 09:50:00,28.51599,0.022003,319.119,3.620033,0.03,39.026711,101.0,0.128264,6.761002,314.03846200000004
2021-10-24 09:55:00,28.515967,0.02,323.209,3.760167,0.03,39.320534,101.0,0.162659,6.770183,327.101836
2021-10-24 10:00:00,28.515008,0.021987,312.063,3.650083,0.031987,39.27212,101.0,0.155559,6.56525,316.799666
2021-10-24 10:05:00,28.519033,0.02198,310.231,3.529097,0.03198,41.351667,101.0,0.189282,6.218067,304.075125
2021-10-24 10:10:00,28.52908,0.02,326.431,3.65903,0.03,41.965,101.0,0.206683,6.125008,315.58096800000004
2021-10-24 10:15:00,28.526027000000003,0.020988,326.55,3.729451,0.0309879999999999,41.88796,101.0,0.1741,6.19393,322.216667
2021-10-24 10:20:00,28.515,0.020987,315.71,3.709667,0.030987,41.751252,101.0,0.18695,6.971102,320.818333
2021-10-24 10:25:00,28.527295,0.02,312.05,3.819565,0.03,42.612688,101.0,0.154533,7.1078,330.2
2021-10-24 10:30:00,28.537273,0.021,307.434,3.9399,0.031,43.204013,101.0,0.138667,8.054283,338.6
2021-10-24 10:35:00,28.537983,0.021002,346.838,3.6405,0.031002,41.025,101.0,0.129483,8.358483,311.998331
2021-10-24 10:40:00,28.545993,0.02,357.427,3.4115,0.03,40.775,101.0,0.142167,6.275817,293.081667
2021-10-24 10:45:00,28.554023,0.021002,311.533,3.451167,0.03,40.038397,101.0,0.1806829999999999,6.265067,307.20819700000004
2021-10-24 10:50:00,28.56808,0.020998,307.283283,3.460732,0.03,37.487479,101.0,0.214238,6.780549000000001,330.64696200000003
2021-10-24 10:55:00,28.573012,0.02,316.970283,3.551167,0.03,37.357262,101.0,0.23025,7.292571000000001,348.241667
2021-10-24 11:00:00,28.571002000000004,0.020985,318.391,3.631219,0.030985,40.876667,101.0,0.1942,7.632458,350.687188
2021-10-24 11:05:00,28.569015000000004,0.020983,304.38,3.580801,0.030983,44.546667,101.0,0.1436,7.1102,335.056761
2021-10-24 11:10:00,28.562033000000003,0.021,304.274,3.380301,0.031,43.511667,101.0,0.160517,6.738383,322.254606
2021-10-24 11:15:00,28.565943,0.022,320.053,3.4202,0.032,40.801997,101.0,0.2123,8.115617,330.537563
2021-10-24 11:20:00,28.570918,0.021002,323.009,3.630384,0.031002,40.255426,101.0,0.2333219999999999,8.145693,344.811667
2021-10-24 11:25:00,28.56798,0.02,308.865,3.631,0.03,38.235786,101.0,0.229765,6.830805000000001,341.490818
2021-10-24 11:30:00,28.56802,0.0210169999999999,300.155,3.491167,0.03,37.055,101.0,0.183199,7.337712,331.677796
2021-10-24 11:35:00,28.560067,0.021018,313.427,3.741265,0.03,37.861667,101.0,0.215327,7.4214,354.013333
2021-10-24 11:40:00,28.551085,0.02,306.497417,3.870833,0.03,40.086811,101.0,0.301371,7.976260000000001,362.413333
2021-10-24 11:45:00,28.539082,0.021,306.518417,3.650751,0.03,41.653333,101.0,0.34199,7.586689,342.890183
2021-10-24 11:50:00,28.526043,0.021002,319.218,3.730217,0.03,43.971667,101.0,0.29125,6.252104,337.838063
2021-10-24 11:55:00,28.521052,0.02,307.23400000000004,3.759265,0.03,42.856427,101.0,0.280233,6.027458,334.998328
2021-10-24 12:00:00,28.51798,0.021002,314.129,3.701167,0.031002,38.966611,101.0,0.324181,5.993472,333.462437
2021-10-24 12:05:00,28.518985,0.020998,314.931,3.630667,0.030998,40.918197,101.0,0.346906,5.979498,323.371667
2021-10-24 12:10:00,28.517997,0.02,313.308,3.599667,0.03,40.890183,101.0,0.32885,5.7258260000000005,318.966667
2021-10-24 12:15:00,28.51801,0.021003,314.982,3.668395,0.03,38.524207,101.0,0.252867,5.727,326.230384
2021-10-24 12:20:00,28.513022,0.021,302.9,3.618698,0.03,41.874582,101.0,0.1918,6.170866999999999,315.774624
2021-10-24 12:25:00,28.509015,0.020983,297.138,3.5705,0.03,44.281667,101.0,0.143483,6.503867,308.113523
2021-10-24 12:30:00,28.501035,0.02197,299.411265,3.538731,0.030985,42.091514,101.0,0.2053,6.937367,302.085142
2021-10-24 12:35:00,28.49601,0.020983,304.111517,3.549249,0.030983,42.713333,101.0,0.368483,7.148467,302.429048
2021-10-24 12:40:00,28.498047,0.02,307.398564,3.610684,0.03,42.609349,101.0,0.314341,7.2971,305.210351
2021-10-24 12:45:00,28.491052000000003,0.021,311.155,3.620701,0.03,37.82107,101.0,0.2701,8.445117,305.63043500000003
2021-10-24 12:50:00,28.489017,0.021,310.719,3.631886,0.03,35.826087,101.0,0.315951,9.309666,307.208333
2021-10-24 12:55:00,28.492965,0.02,311.481,3.640599,0.03,39.808013,101.0,0.305274,9.485843,307.42429300000003
2021-10-24 13:00:00,28.494975,0.0210169999999999,311.314,3.649917,0.031017,41.792988,101.0,0.4579999999999999,8.535125,306.435
2021-10-24 13:05:00,28.492993,0.0210169999999999,316.256,3.791152,0.031017,39.933333000000005,101.0,0.4007,6.722187,319.56020099999995
2021-10-24 13:10:00,28.492998,0.021,313.297876,3.740067,0.03,37.121667,101.0,0.326917,5.940801,315.72864300000003
2021-10-24 13:15:00,28.489967,0.022,299.419615,3.490635,0.03,36.961667,101.0,0.375917,5.708495,291.523333
2021-10-24 13:20:00,28.478013,0.021987,308.23,3.540401,0.03,39.331667,101.0,0.3682829999999999,7.255742999999999,297.036606
2021-10-24 13:25:00,28.465058000000003,0.020987,330.028,3.518364,0.03,39.199667,101.0,0.397583,7.40705,294.696667
2021-10-24 13:30:00,28.460033000000003,0.021003,317.555,3.55025,0.0310029999999999,38.729549,101.0,0.4005,5.61805,296.898333
2021-10-24 13:35:00,28.46601,0.021,310.707,3.700334,0.031,38.752508,101.0,0.321083,5.636,311.951667
2021-10-24 13:40:00,28.463973,0.020983,310.747,3.710518,0.03,40.483333,101.0,0.318067,5.955533,311.45
2021-10-24 13:45:00,28.458965000000003,0.022003,301.534,3.671333,0.03,42.772955,101.0,0.401254,6.3960230000000005,306.490818
2021-10-24 13:50:00,28.461987,0.0210169999999999,290.32,3.49015,0.03,46.40301,101.0,0.525167,6.346644,290.85976600000004
