group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.295,0.446,0.0
0.292,0.442,0.0
0.296,0.443,0.0
0.306,0.448,0.0
0.316,0.444,0.0
0.319,0.441,0.0
0.319,0.455,1.0
0.313,0.468,0.0
0.316,0.484,0.0
0.307,0.489,0.0
0.309,0.478,0.0
0.307,0.482,0.0
0.304,0.476,1.0
0.297,0.498,0.0
0.301,0.495,0.0
0.303,0.488,0.0
0.313,0.485,1.0
0.318,0.482,1.0
0.315,0.463,1.0
0.304,0.451,1.0
0.313,0.45,1.0
0.314,0.448,1.0
0.332,0.453,1.0
0.332,0.448,1.0
0.331,0.439,1.0
0.321,0.444,1.0
0.334,0.43,1.0
0.323,0.441,2.0
0.327,0.44,2.0
0.336,0.442,1.0
0.32,0.458,1.0
0.329,0.467,1.0
0.325,0.463,1.0
0.34,0.466,1.0
0.329,0.468,0.0
0.315,0.459,0.0
0.323,0.461,0.0
0.327,0.449,0.0
0.331,0.443,0.0
0.339,0.447,0.0
0.326,0.433,1.0
0.33,0.444,1.0
0.331,0.451,1.0
0.325,0.448,0.0
0.329,0.46,0.0
0.324,0.456,0.0
0.336,0.473,1.0
0.338,0.466,0.0
0.335,0.459,0.0
0.326,0.456,1.0
0.336,0.46,1.0
0.33,0.456,1.0
0.334,0.462,1.0
0.322,0.463,1.0
0.32,0.467,1.0
0.318,0.463,1.0
0.319,0.449,0.0
0.31,0.465,0.0
0.304,0.473,0.0
0.307,0.475,1.0
0.307,0.478,1.0
0.311,0.498,0.0
0.313,0.496,0.0
0.323,0.499,0.0
0.32,0.485,0.0
0.326,0.486,0.0
0.317,0.477,0.0
0.309,0.475,1.0
0.316,0.47,0.0
0.32,0.461,0.0
0.333,0.47,1.0
0.319,0.472,1.0
0.318,0.453,1.0
0.314,0.454,1.0
0.309,0.468,0.0
0.327,0.473,1.0
0.31,0.471,0.0
0.317,0.475,0.0
0.316,0.483,0.0
0.318,0.502,1.0
0.317,0.506,1.0
0.317,0.496,0.0
0.32,0.488,0.0
0.321,0.49,1.0
0.343,0.492,0.0
0.348,0.481,0.0
0.349,0.469,0.0
0.347,0.469,0.0
0.351,0.463,0.0
0.34,0.444,1.0
0.328,0.453,1.0
0.333,0.45,0.0
0.345,0.452,0.0
0.34,0.466,0.0
0.326,0.472,1.0
0.332,0.473,0.0
0.335,0.492,1.0
0.33,0.501,1.0
0.333,0.513,1.0
0.327,0.519,1.0
0.318,0.514,1.0
0.309,0.52,1.0
0.321,0.526,1.0
0.329,0.518,0.0
0.324,0.496,0.0
0.333,0.484,0.0
0.324,0.461,0.0
0.304,0.462,0.0
0.295,0.445,0.0
0.308,0.455,0.0
0.291,0.446,0.0
0.293,0.436,0.0
0.295,0.453,0.0
0.298,0.449,0.0
0.301,0.443,0.0
0.297,0.441,0.0
0.318,0.444,0.0
0.297,0.436,0.0
0.299,0.448,0.0
0.301,0.44,0.0
0.295,0.44,0.0
0.291,0.446,0.0
0.286,0.422,0.0
0.285,0.412,0.0
0.283,0.424,0.0
0.29,0.425,0.0
0.298,0.439,0.0
0.306,0.449,0.0
0.313,0.43,0.0
0.324,0.439,0.0
0.305,0.445,0.0
0.3,0.446,0.0
0.299,0.437,0.0
0.299,0.438,0.0
0.299,0.443,0.0
0.302,0.44,0.0
0.293,0.435,0.0
0.296,0.433,0.0
0.295,0.438,0.0
0.299,0.435,0.0
0.304,0.429,0.0
0.309,0.424,0.0
0.296,0.426,0.0
0.297,0.44,0.0
0.293,0.45,0.0
0.308,0.447,0.0
0.3,0.454,0.0
0.29,0.446,0.0
0.299,0.456,1.0
0.299,0.459,1.0
0.307,0.474,0.0
0.312,0.477,0.0
0.313,0.473,0.0
0.305,0.472,0.0
0.313,0.466,0.0
0.311,0.458,0.0
0.312,0.461,1.0
0.309,0.453,0.0
0.31,0.465,0.0
0.307,0.445,0.0
0.325,0.423,1.0
0.329,0.437,2.0
0.338,0.456,2.0
0.336,0.468,2.0
0.347,0.484,2.0
0.354,0.472,2.0
0.359,0.49,2.0
0.375,0.514,2.0
0.373,0.536,2.0
0.387,0.549,2.0
0.383,0.577,2.0
0.386,0.571,2.0
0.37,0.564,2.0
0.362,0.542,2.0
0.37,0.532,2.0
0.361,0.537,2.0
0.367,0.545,2.0
0.355,0.531,2.0
0.358,0.502,2.0
0.347,0.49,2.0
0.342,0.503,2.0
0.343,0.496,2.0
0.34,0.506,1.0
0.328,0.511,1.0
0.325,0.527,2.0
0.322,0.515,1.0
0.323,0.499,1.0
0.309,0.499,0.0
0.301,0.481,0.0
0.294,0.471,0.0
0.281,0.458,0.0
0.293,0.461,0.0
0.29,0.437,0.0
0.281,0.42,0.0
0.268,0.426,0.0
0.264,0.412,0.0
0.284,0.411,0.0
0.285,0.408,0.0
0.292,0.408,0.0
0.285,0.408,0.0
0.263,0.406,0.0
0.265,0.392,0.0
0.264,0.402,0.0
0.265,0.408,0.0
0.268,0.406,0.0
0.282,0.398,0.0
0.294,0.414,0.0
0.284,0.408,0.0
0.284,0.416,0.0
0.275,0.414,0.0
0.28,0.415,0.0
0.271,0.415,0.0
0.276,0.407,0.0
0.274,0.402,0.0
0.291,0.397,0.0
0.275,0.437,0.0
0.278,0.427,0.0
0.268,0.423,0.0
0.263,0.424,0.0
0.261,0.433,0.0
0.273,0.434,0.0
0.269,0.428,0.0
0.269,0.441,0.0
0.28,0.451,0.0
0.276,0.453,0.0
0.269,0.431,0.0
0.264,0.43,0.0
0.264,0.435,0.0
0.267,0.436,0.0
0.268,0.425,0.0
0.254,0.426,0.0
0.258,0.43,0.0
0.252,0.425,0.0
0.25,0.434,0.0
0.256,0.409,0.0
0.262,0.409,0.0
0.278,0.405,0.0
0.272,0.406,0.0
0.282,0.396,0.0
