group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.296,0.437,0.0
0.295,0.44,0.0
0.312,0.445,0.0
0.311,0.439,0.0
0.308,0.444,0.0
0.307,0.46,0.0
0.296,0.462,0.0
0.281,0.455,0.0
0.283,0.453,0.0
0.29,0.453,0.0
0.309,0.451,0.0
0.302,0.451,0.0
0.314,0.448,0.0
0.312,0.449,0.0
0.308,0.458,0.0
0.302,0.444,0.0
0.308,0.446,0.0
0.298,0.44,0.0
0.302,0.451,0.0
0.287,0.446,0.0
0.281,0.442,0.0
0.314,0.443,0.0
0.308,0.448,1.0
0.301,0.434,0.0
0.31,0.43,0.0
0.305,0.428,0.0
0.295,0.436,0.0
0.294,0.444,0.0
0.291,0.436,0.0
0.289,0.434,0.0
0.293,0.423,0.0
0.289,0.42,0.0
0.291,0.414,0.0
0.287,0.422,0.0
0.295,0.428,0.0
0.275,0.431,0.0
0.271,0.428,0.0
0.27,0.434,0.0
0.276,0.437,0.0
0.275,0.438,0.0
0.275,0.43,0.0
0.27,0.431,0.0
0.275,0.43,0.0
0.278,0.43,0.0
0.28,0.425,0.0
0.278,0.425,0.0
0.288,0.409,0.0
0.286,0.414,0.0
0.282,0.423,0.0
0.275,0.427,0.0
0.261,0.444,0.0
0.274,0.45,0.0
0.271,0.46,0.0
0.288,0.443,0.0
0.281,0.459,0.0
0.277,0.454,0.0
0.272,0.454,0.0
0.278,0.457,0.0
0.28,0.438,0.0
0.285,0.43,0.0
0.284,0.42,0.0
0.28,0.413,0.0
0.292,0.405,0.0
0.28,0.419,0.0
0.277,0.405,0.0
0.282,0.404,0.0
0.264,0.412,0.0
0.267,0.406,0.0
0.261,0.41,0.0
0.264,0.411,0.0
0.262,0.403,0.0
0.266,0.402,0.0
0.279,0.415,0.0
0.283,0.426,0.0
0.279,0.433,0.0
0.287,0.444,0.0
0.277,0.433,0.0
0.285,0.442,0.0
0.295,0.445,0.0
0.292,0.472,0.0
0.284,0.477,0.0
0.287,0.497,0.0
0.285,0.498,0.0
0.299,0.483,0.0
0.309,0.463,0.0
0.3,0.46,0.0
0.302,0.451,0.0
0.301,0.437,0.0
0.303,0.432,0.0
0.307,0.414,0.0
0.303,0.416,0.0
0.297,0.403,0.0
0.293,0.401,0.0
0.303,0.425,0.0
0.283,0.433,0.0
0.269,0.427,0.0
0.264,0.433,0.0
0.273,0.45,0.0
0.274,0.455,0.0
0.276,0.471,0.0
0.274,0.476,0.0
0.275,0.471,1.0
0.281,0.466,1.0
0.276,0.44,0.0
0.275,0.439,0.0
0.286,0.443,0.0
0.29,0.446,0.0
0.284,0.454,0.0
0.281,0.431,0.0
0.277,0.436,0.0
0.278,0.449,0.0
0.28,0.437,0.0
0.273,0.443,0.0
0.278,0.451,0.0
0.274,0.438,0.0
0.278,0.453,0.0
0.295,0.459,0.0
0.303,0.451,0.0
0.299,0.446,0.0
0.301,0.435,0.0
0.302,0.434,0.0
0.291,0.436,0.0
0.28,0.438,0.0
0.288,0.436,0.0
0.281,0.453,0.0
0.275,0.432,0.0
0.273,0.437,0.0
0.28,0.428,1.0
0.283,0.444,2.0
0.276,0.464,1.0
0.287,0.474,0.0
0.286,0.464,1.0
0.293,0.451,1.0
0.311,0.455,1.0
0.307,0.458,1.0
0.307,0.473,0.0
0.314,0.468,0.0
0.31,0.473,0.0
0.311,0.471,1.0
0.313,0.468,0.0
0.314,0.461,1.0
0.296,0.454,1.0
0.311,0.447,1.0
0.301,0.443,1.0
0.296,0.459,0.0
0.302,0.448,0.0
0.309,0.445,0.0
0.311,0.445,0.0
0.298,0.436,0.0
0.296,0.44,0.0
0.3,0.44,0.0
0.287,0.447,1.0
0.291,0.451,1.0
0.306,0.457,0.0
0.311,0.451,0.0
0.308,0.434,1.0
0.306,0.429,1.0
0.282,0.428,0.0
0.282,0.438,0.0
0.28,0.445,0.0
0.284,0.444,0.0
0.283,0.443,0.0
0.29,0.445,0.0
0.28,0.44,0.0
0.294,0.439,0.0
0.293,0.443,0.0
0.3,0.462,0.0
0.296,0.462,0.0
0.289,0.469,0.0
0.302,0.46,0.0
0.308,0.438,0.0
0.309,0.433,0.0
0.308,0.424,0.0
0.317,0.426,0.0
0.314,0.434,0.0
0.314,0.429,0.0
0.301,0.422,0.0
0.289,0.407,0.0
0.291,0.413,0.0
0.292,0.396,0.0
0.282,0.393,0.0
0.293,0.398,0.0
0.297,0.402,0.0
0.285,0.397,0.0
0.288,0.384,0.0
0.288,0.384,0.0
0.288,0.397,0.0
0.292,0.404,0.0
0.286,0.409,0.0
0.297,0.414,0.0
0.281,0.434,0.0
0.284,0.429,0.0
0.293,0.429,0.0
0.292,0.43,0.0
0.293,0.437,0.0
0.295,0.435,0.0
0.291,0.427,0.0
0.275,0.421,0.0
0.268,0.405,0.0
0.266,0.405,0.0
0.276,0.397,0.0
0.273,0.403,0.0
0.279,0.413,0.0
0.276,0.414,0.0
0.27,0.422,0.0
0.269,0.423,0.0
0.278,0.426,0.0
0.274,0.426,0.0
0.281,0.416,0.0
0.278,0.424,0.0
0.285,0.429,0.0
0.291,0.415,0.0
0.281,0.43,0.0
0.289,0.429,0.0
0.293,0.415,0.0
0.296,0.41,0.0
0.283,0.416,0.0
0.274,0.429,0.0
0.285,0.429,0.0
0.288,0.434,0.0
0.284,0.434,0.0
0.282,0.432,0.0
0.28,0.422,0.0
0.281,0.418,0.0
0.279,0.417,0.0
0.276,0.418,0.0
0.288,0.412,0.0
0.284,0.408,0.0
0.283,0.399,0.0
0.276,0.398,0.0
0.283,0.403,0.0
0.286,0.409,0.0
0.292,0.421,0.0
0.29,0.433,0.0
0.29,0.441,0.0
0.291,0.443,0.0
0.288,0.434,0.0
0.278,0.439,0.0
0.281,0.435,0.0
0.28,0.461,0.0
0.284,0.471,0.0
0.285,0.475,0.0
0.287,0.468,0.0
0.293,0.463,0.0
0.302,0.453,0.0
0.286,0.452,0.0
0.277,0.444,0.0
0.283,0.436,0.0
0.271,0.449,0.0
0.269,0.424,0.0
0.267,0.431,0.0
0.285,0.423,0.0
0.291,0.418,0.0
0.285,0.413,0.0
0.28,0.432,0.0
0.285,0.431,0.0
0.281,0.432,0.0
0.279,0.437,0.0
0.278,0.427,0.0
0.281,0.431,0.0
0.279,0.416,0.0
0.281,0.428,0.0
0.275,0.422,0.0
0.277,0.432,0.0
0.275,0.44,0.0
0.27,0.428,0.0
0.271,0.441,0.0
0.272,0.44,0.0
0.275,0.441,0.0
0.28,0.451,0.0
0.282,0.455,0.0
0.288,0.454,0.0
0.306,0.455,0.0
0.311,0.449,0.0
0.311,0.448,0.0
0.305,0.438,0.0
0.3,0.442,0.0
0.295,0.445,0.0
0.287,0.437,0.0
0.286,0.448,0.0
0.283,0.446,0.0
0.28,0.451,0.0
0.283,0.458,0.0
0.285,0.467,0.0
0.279,0.479,0.0
0.292,0.477,0.0
0.282,0.468,0.0
0.297,0.469,0.0
0.291,0.483,0.0
0.301,0.466,0.0
0.308,0.457,0.0
0.309,0.453,0.0
0.311,0.444,1.0
0.287,0.433,1.0
0.282,0.429,1.0
0.289,0.423,1.0
0.289,0.435,1.0
0.279,0.443,1.0
0.283,0.448,2.0
0.277,0.449,2.0
0.267,0.454,1.0
0.273,0.44,0.0
0.276,0.439,0.0
0.285,0.444,0.0
0.292,0.437,0.0
0.293,0.432,0.0
0.297,0.442,0.0
0.291,0.442,0.0
0.285,0.445,0.0
0.285,0.44,0.0
0.282,0.443,0.0
0.288,0.447,0.0
0.292,0.444,0.0
0.305,0.437,0.0
0.302,0.442,0.0
0.291,0.435,0.0
0.287,0.422,0.0
0.295,0.417,0.0
0.298,0.403,0.0
0.301,0.394,0.0
0.291,0.393,0.0
0.284,0.397,0.0
0.29,0.413,0.0
0.291,0.414,0.0
0.299,0.411,0.0
0.292,0.416,0.0
0.289,0.432,0.0
0.294,0.427,0.0
0.292,0.439,0.0
0.301,0.457,0.0
0.298,0.454,0.0
0.287,0.446,0.0
0.288,0.45,0.0
0.291,0.467,0.0
0.288,0.463,0.0
0.302,0.47,0.0
0.295,0.466,0.0
0.297,0.465,0.0
0.294,0.459,0.0
0.285,0.455,0.0
0.286,0.451,0.0
0.285,0.464,0.0
0.272,0.457,0.0
0.28,0.446,0.0
0.281,0.445,0.0
0.286,0.461,0.0
0.28,0.451,0.0
0.29,0.444,0.0
0.299,0.449,0.0
0.313,0.444,0.0
0.31,0.472,0.0
0.306,0.463,0.0
0.296,0.466,0.0
0.292,0.46,0.0
0.288,0.458,0.0
0.291,0.451,0.0
0.289,0.439,0.0
0.287,0.447,0.0
0.282,0.442,0.0
0.303,0.451,0.0
0.3,0.441,0.0
0.301,0.438,0.0
0.295,0.431,0.0
0.289,0.444,0.0
0.29,0.434,0.0
0.291,0.437,0.0
0.305,0.428,0.0
0.286,0.444,0.0
0.284,0.447,0.0
0.28,0.446,0.0
0.279,0.441,0.0
0.286,0.439,0.0
0.284,0.454,0.0
0.271,0.444,0.0
0.299,0.454,0.0
0.294,0.454,0.0
0.294,0.465,0.0
0.289,0.444,0.0
0.291,0.452,0.0
0.288,0.451,0.0
0.29,0.443,0.0
0.286,0.453,0.0
0.274,0.443,0.0
0.28,0.447,0.0
0.276,0.444,0.0
0.28,0.446,0.0
0.295,0.443,0.0
0.304,0.444,0.0
0.303,0.432,0.0
0.29,0.432,0.0
0.286,0.444,0.0
0.282,0.433,0.0
0.281,0.428,0.0
0.296,0.41,0.0
0.291,0.412,0.0
0.291,0.413,0.0
0.303,0.417,0.0
0.286,0.436,0.0
0.29,0.45,0.0
0.288,0.461,0.0
0.292,0.463,0.0
0.277,0.46,0.0
0.281,0.469,0.0
0.277,0.455,0.0
0.295,0.455,0.0
0.302,0.474,0.0
0.312,0.466,0.0
0.301,0.458,0.0
0.299,0.456,0.0
0.31,0.45,0.0
0.307,0.46,0.0
0.312,0.455,0.0
0.303,0.458,0.0
0.292,0.46,0.0
0.292,0.471,0.0
0.299,0.471,0.0
0.288,0.452,0.0
0.298,0.443,0.0
0.287,0.445,0.0
0.279,0.441,0.0
0.28,0.422,0.0
0.283,0.419,0.0
0.282,0.413,0.0
0.296,0.41,0.0
0.294,0.412,0.0
0.297,0.409,0.0
0.28,0.431,0.0
0.281,0.448,0.0
0.281,0.441,0.0
0.28,0.443,0.0
0.289,0.463,0.0
0.284,0.507,0.0
0.299,0.506,0.0
0.292,0.527,0.0
0.285,0.519,0.0
0.287,0.516,0.0
0.281,0.496,0.0
0.28,0.488,0.0
0.287,0.515,0.0
0.28,0.511,0.0
0.296,0.517,0.0
0.294,0.47,0.0
0.302,0.463,0.0
0.294,0.434,0.0
0.292,0.449,0.0
0.291,0.432,1.0
0.286,0.443,1.0
0.287,0.455,0.0
0.292,0.433,0.0
0.286,0.43,0.0
0.291,0.434,0.0
0.28,0.44,0.0
0.289,0.445,0.0
0.281,0.474,0.0
0.284,0.468,0.0
0.283,0.474,0.0
0.283,0.473,0.0
0.284,0.481,0.0
0.279,0.471,0.0
0.278,0.474,0.0
0.296,0.479,0.0
0.305,0.469,0.0
0.295,0.461,0.0
0.293,0.445,0.0
0.285,0.435,0.0
0.285,0.436,0.0
0.277,0.434,0.0
0.287,0.425,0.0
0.288,0.429,0.0
0.281,0.438,0.0
0.278,0.432,0.0
0.275,0.431,0.0
0.285,0.437,0.0
0.283,0.426,0.0
0.272,0.434,0.0
0.274,0.434,0.0
0.282,0.437,0.0
0.291,0.429,0.0
0.279,0.426,0.0
0.292,0.435,0.0
0.288,0.446,0.0
0.28,0.44,0.0
0.287,0.444,0.0
0.278,0.446,0.0
0.278,0.453,0.0
0.287,0.444,0.0
0.297,0.452,0.0
0.289,0.463,0.0
0.302,0.468,0.0
0.304,0.453,0.0
0.302,0.455,0.0
0.294,0.453,0.0
0.299,0.462,0.0
0.295,0.453,0.0
0.303,0.457,0.0
0.292,0.455,0.0
0.291,0.454,0.0
0.291,0.448,0.0
0.282,0.445,0.0
0.284,0.458,0.0
0.286,0.453,0.0
0.291,0.465,0.0
0.288,0.454,0.0
0.288,0.461,0.0
0.281,0.464,0.0
0.302,0.481,0.0
0.291,0.484,0.0
0.296,0.481,0.0
0.283,0.475,0.0
0.288,0.474,0.0
0.284,0.474,0.0
0.283,0.465,0.0
0.283,0.465,0.0
0.288,0.459,0.0
0.296,0.469,0.0
0.283,0.457,0.0
