group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.335,0.463,1.0
0.328,0.454,1.0
0.334,0.462,1.0
0.334,0.457,1.0
0.323,0.444,1.0
0.331,0.438,1.0
0.335,0.43,2.0
0.321,0.432,1.0
0.329,0.441,1.0
0.328,0.441,1.0
0.324,0.438,1.0
0.317,0.444,1.0
0.325,0.453,1.0
0.315,0.447,1.0
0.32,0.452,1.0
0.315,0.455,1.0
0.321,0.455,1.0
0.33,0.466,1.0
0.321,0.455,1.0
0.326,0.465,1.0
0.342,0.465,1.0
0.345,0.463,1.0
0.341,0.457,1.0
0.353,0.47,1.0
0.364,0.488,1.0
0.36,0.483,1.0
0.366,0.484,1.0
0.363,0.478,1.0
0.343,0.476,1.0
0.349,0.474,1.0
0.331,0.478,1.0
0.341,0.475,1.0
0.343,0.477,1.0
0.346,0.46,1.0
0.326,0.474,1.0
0.318,0.462,2.0
0.323,0.46,2.0
0.327,0.463,1.0
0.318,0.459,1.0
0.319,0.461,1.0
0.32,0.453,1.0
0.33,0.457,1.0
0.329,0.456,1.0
0.33,0.453,1.0
0.326,0.452,1.0
0.355,0.441,1.0
0.344,0.444,1.0
0.335,0.449,1.0
0.335,0.446,1.0
0.326,0.449,1.0
0.32,0.453,1.0
0.315,0.45,1.0
0.315,0.463,1.0
0.316,0.453,1.0
0.328,0.448,1.0
0.318,0.447,2.0
0.332,0.444,2.0
0.335,0.447,1.0
0.325,0.438,1.0
0.321,0.441,1.0
0.327,0.44,1.0
0.321,0.438,1.0
0.321,0.431,1.0
0.316,0.42,1.0
0.31,0.42,1.0
0.308,0.431,1.0
0.307,0.424,1.0
0.331,0.42,1.0
0.331,0.434,1.0
0.332,0.437,1.0
0.339,0.457,1.0
0.335,0.455,1.0
0.342,0.465,1.0
0.343,0.459,1.0
0.337,0.451,1.0
0.332,0.449,1.0
0.326,0.442,1.0
0.332,0.441,1.0
0.335,0.452,1.0
0.326,0.449,1.0
0.328,0.442,1.0
0.333,0.448,1.0
0.332,0.437,0.0
0.326,0.426,1.0
0.327,0.456,1.0
0.326,0.453,1.0
0.337,0.456,1.0
0.346,0.472,1.0
0.359,0.47,2.0
0.367,0.474,2.0
0.369,0.48,2.0
0.376,0.481,2.0
0.373,0.479,2.0
0.373,0.484,2.0
0.348,0.49,2.0
0.345,0.477,2.0
0.361,0.488,2.0
0.372,0.482,2.0
0.363,0.488,2.0
0.37,0.504,2.0
0.347,0.567,2.0
0.349,0.568,2.0
0.345,0.565,2.0
0.351,0.564,2.0
0.353,0.545,2.0
0.352,0.543,2.0
0.351,0.553,2.0
0.343,0.54,1.0
0.34,0.577,1.0
0.339,0.563,1.0
0.343,0.499,1.0
0.326,0.496,1.0
0.34,0.495,2.0
0.345,0.483,1.0
0.329,0.481,1.0
0.332,0.486,1.0
0.325,0.464,1.0
0.339,0.457,1.0
0.34,0.428,1.0
0.334,0.416,1.0
0.327,0.422,1.0
0.323,0.41,1.0
0.315,0.398,0.0
0.309,0.417,0.0
0.313,0.425,1.0
0.305,0.43,1.0
0.303,0.436,1.0
0.307,0.456,1.0
0.301,0.459,1.0
0.303,0.45,1.0
0.3,0.434,1.0
0.302,0.454,1.0
0.308,0.478,1.0
0.326,0.468,1.0
0.321,0.448,1.0
0.318,0.462,0.0
0.323,0.445,0.0
0.321,0.437,0.0
0.322,0.437,0.0
0.312,0.448,0.0
0.307,0.446,0.0
0.3,0.429,0.0
0.307,0.413,0.0
0.312,0.42,0.0
0.318,0.427,1.0
0.306,0.426,1.0
0.304,0.417,1.0
0.313,0.417,1.0
0.308,0.415,1.0
0.304,0.41,1.0
0.301,0.403,1.0
0.3,0.427,0.0
0.302,0.426,0.0
0.299,0.418,0.0
0.303,0.414,0.0
0.301,0.404,0.0
0.3,0.415,0.0
0.306,0.412,0.0
0.304,0.429,0.0
0.313,0.442,0.0
0.318,0.442,0.0
0.317,0.431,0.0
0.313,0.427,0.0
0.31,0.443,1.0
0.309,0.438,1.0
0.306,0.441,1.0
0.306,0.443,1.0
0.303,0.435,0.0
