group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.256,0.435,0.0
0.263,0.442,0.0
0.26,0.447,0.0
0.279,0.435,0.0
0.268,0.427,0.0
0.275,0.421,0.0
0.268,0.426,0.0
0.271,0.426,1.0
0.265,0.43,2.0
0.268,0.427,1.0
0.27,0.427,1.0
0.281,0.42,0.0
0.286,0.422,0.0
0.274,0.422,0.0
0.277,0.437,0.0
0.278,0.453,0.0
0.284,0.444,0.0
0.282,0.444,0.0
0.278,0.45,0.0
0.267,0.439,0.0
0.269,0.431,0.0
0.276,0.425,0.0
0.27,0.427,0.0
0.273,0.415,0.0
0.279,0.411,0.0
0.272,0.397,0.0
0.27,0.387,0.0
0.273,0.393,0.0
0.274,0.388,0.0
0.269,0.395,0.0
0.264,0.398,0.0
0.263,0.405,0.0
0.267,0.398,0.0
0.272,0.404,0.0
0.283,0.408,0.0
0.279,0.419,0.0
0.278,0.435,0.0
0.275,0.426,0.0
0.265,0.435,0.0
0.275,0.437,0.0
0.278,0.437,0.0
0.27,0.432,0.0
0.27,0.435,0.0
0.285,0.438,1.0
0.28,0.43,0.0
0.279,0.414,0.0
0.281,0.408,0.0
0.278,0.402,0.0
0.305,0.405,0.0
0.302,0.395,0.0
0.292,0.401,0.0
0.295,0.4,0.0
0.276,0.417,0.0
0.268,0.408,0.0
0.268,0.415,0.0
0.267,0.426,0.0
0.266,0.427,0.0
0.272,0.431,0.0
0.27,0.421,0.0
0.266,0.419,0.0
0.272,0.428,0.0
0.269,0.429,0.0
0.266,0.423,0.0
0.268,0.415,0.0
0.277,0.423,0.0
0.28,0.429,0.0
0.285,0.439,0.0
0.284,0.428,0.0
0.284,0.437,0.0
0.285,0.439,0.0
0.279,0.423,0.0
0.302,0.427,0.0
0.288,0.432,0.0
0.282,0.43,0.0
0.274,0.427,0.0
0.276,0.431,0.0
0.261,0.428,0.0
0.26,0.421,0.0
0.262,0.425,0.0
0.266,0.42,0.0
0.261,0.421,0.0
0.274,0.425,0.0
0.272,0.43,0.0
0.283,0.428,0.0
0.283,0.446,0.0
0.269,0.452,0.0
0.286,0.444,0.0
0.295,0.441,0.0
0.297,0.435,0.0
0.31,0.432,0.0
0.293,0.44,0.0
0.281,0.433,0.0
0.276,0.442,0.0
0.277,0.441,0.0
0.275,0.437,0.0
0.277,0.427,0.0
0.273,0.412,0.0
0.28,0.432,0.0
0.274,0.442,1.0
0.265,0.452,0.0
0.257,0.446,0.0
0.266,0.443,0.0
0.267,0.429,0.0
0.28,0.42,0.0
0.29,0.428,0.0
0.28,0.414,0.0
0.286,0.413,0.0
0.29,0.41,0.0
0.288,0.421,0.0
0.297,0.42,0.0
0.299,0.418,0.0
0.287,0.419,0.0
0.277,0.426,0.0
0.292,0.44,0.0
0.275,0.457,0.0
0.278,0.466,0.0
0.284,0.472,0.0
0.289,0.473,0.0
0.284,0.462,0.0
0.282,0.461,0.0
0.274,0.459,0.0
0.273,0.458,0.0
0.265,0.46,0.0
0.269,0.445,0.0
0.265,0.433,0.0
0.27,0.422,0.0
0.266,0.419,0.0
0.264,0.417,0.0
0.255,0.408,0.0
0.266,0.422,0.0
0.271,0.419,0.0
0.275,0.407,0.0
0.27,0.405,0.0
0.276,0.407,0.0
0.273,0.411,0.0
0.264,0.411,0.0
0.265,0.419,0.0
0.261,0.424,0.0
0.269,0.437,0.0
0.269,0.423,0.0
0.277,0.434,0.0
0.283,0.455,0.0
0.287,0.461,0.0
0.275,0.458,0.0
0.276,0.458,0.0
0.271,0.456,0.0
0.262,0.432,0.0
0.265,0.418,0.0
0.258,0.408,0.0
0.264,0.418,0.0
0.261,0.419,0.0
0.271,0.418,0.0
0.269,0.394,0.0
0.281,0.388,0.0
0.271,0.4,0.0
0.274,0.404,0.0
0.269,0.406,0.0
0.273,0.411,0.0
0.285,0.418,0.0
0.278,0.423,0.0
0.274,0.397,0.0
0.275,0.402,0.0
0.258,0.415,0.0
0.261,0.427,0.0
0.26,0.429,0.0
0.259,0.437,0.0
0.272,0.451,0.0
0.275,0.471,0.0
0.267,0.468,0.0
0.263,0.471,0.0
0.269,0.466,0.0
0.27,0.476,0.0
0.271,0.471,0.0
0.283,0.485,0.0
0.287,0.492,0.0
0.271,0.477,0.0
0.266,0.457,0.0
0.273,0.449,0.0
0.277,0.454,0.0
0.276,0.453,0.0
0.277,0.464,0.0
0.274,0.459,0.0
0.281,0.464,0.0
0.283,0.445,1.0
0.274,0.427,0.0
0.27,0.442,0.0
0.262,0.445,0.0
0.271,0.446,0.0
0.275,0.434,0.0
0.274,0.43,0.0
0.273,0.433,0.0
0.277,0.427,0.0
0.28,0.424,1.0
0.273,0.424,1.0
0.279,0.426,0.0
0.279,0.425,0.0
0.276,0.419,0.0
0.277,0.43,0.0
0.271,0.433,0.0
0.279,0.435,0.0
0.278,0.429,0.0
0.287,0.42,0.0
0.29,0.425,0.0
0.277,0.423,0.0
0.283,0.453,0.0
0.286,0.46,0.0
0.289,0.455,0.0
0.273,0.441,0.0
0.269,0.447,0.0
0.272,0.449,0.0
0.273,0.456,0.0
0.282,0.463,0.0
0.28,0.458,0.0
0.276,0.468,0.0
0.275,0.452,0.0
0.275,0.431,0.0
0.287,0.436,0.0
0.283,0.443,0.0
0.276,0.443,0.0
0.27,0.435,0.0
0.278,0.436,0.0
0.278,0.439,0.0
0.277,0.442,0.0
0.272,0.429,0.0
0.272,0.438,0.0
0.284,0.441,1.0
0.288,0.443,1.0
0.29,0.451,0.0
0.285,0.445,0.0
0.279,0.453,0.0
0.278,0.45,0.0
0.27,0.456,0.0
0.266,0.452,0.0
0.276,0.477,0.0
0.277,0.491,0.0
0.266,0.477,0.0
0.261,0.481,0.0
0.265,0.47,0.0
0.27,0.47,0.0
0.289,0.47,0.0
0.285,0.465,0.0
0.289,0.465,0.0
0.288,0.461,0.0
0.282,0.441,0.0
0.278,0.444,0.0
0.28,0.433,0.0
0.287,0.436,0.0
0.269,0.433,0.0
0.276,0.429,0.0
0.276,0.427,0.0
0.278,0.43,0.0
0.282,0.439,0.0
0.277,0.431,0.0
0.283,0.43,0.0
0.28,0.423,0.0
0.292,0.426,0.0
0.294,0.419,0.0
0.288,0.429,0.0
0.28,0.435,0.0
0.277,0.446,0.0
0.281,0.439,0.0
0.288,0.43,0.0
0.286,0.437,0.0
0.278,0.447,0.0
0.299,0.439,0.0
0.289,0.455,0.0
0.297,0.464,0.0
0.309,0.459,0.0
0.304,0.458,0.0
0.313,0.473,0.0
0.32,0.471,1.0
0.316,0.469,1.0
0.301,0.469,1.0
0.31,0.468,1.0
0.303,0.493,0.0
0.3,0.485,1.0
0.297,0.473,1.0
0.29,0.497,1.0
0.286,0.477,0.0
0.283,0.464,0.0
0.285,0.471,0.0
0.284,0.471,0.0
0.28,0.468,1.0
0.279,0.453,1.0
0.284,0.433,2.0
0.289,0.43,1.0
0.287,0.423,1.0
0.287,0.412,1.0
0.303,0.405,1.0
0.296,0.412,1.0
0.285,0.394,0.0
0.284,0.397,0.0
0.286,0.4,0.0
0.287,0.409,0.0
0.287,0.412,0.0
0.281,0.423,0.0
0.294,0.426,0.0
0.292,0.431,0.0
0.285,0.428,0.0
0.284,0.432,0.0
0.29,0.444,0.0
0.275,0.436,0.0
0.298,0.422,0.0
0.293,0.434,0.0
0.293,0.431,0.0
0.287,0.429,0.0
0.288,0.429,0.0
0.288,0.426,0.0
0.282,0.433,0.0
0.276,0.439,0.0
0.287,0.426,0.0
0.285,0.426,0.0
0.278,0.446,0.0
0.284,0.458,0.0
0.292,0.453,0.0
0.283,0.465,0.0
0.276,0.468,1.0
0.282,0.472,0.0
0.279,0.476,0.0
0.272,0.484,0.0
0.278,0.494,0.0
0.278,0.491,0.0
0.273,0.499,0.0
0.278,0.495,0.0
0.269,0.482,0.0
0.263,0.471,0.0
0.265,0.481,0.0
0.28,0.485,0.0
0.285,0.496,0.0
0.289,0.493,0.0
0.291,0.483,0.0
0.302,0.487,0.0
0.301,0.481,0.0
0.279,0.472,0.0
0.289,0.467,0.0
0.288,0.476,0.0
0.281,0.455,0.0
0.266,0.441,0.0
0.277,0.427,0.0
0.28,0.417,0.0
0.282,0.412,0.0
0.289,0.401,0.0
0.284,0.401,0.0
0.282,0.4,0.0
0.278,0.407,0.0
0.275,0.417,0.0
0.276,0.41,0.0
0.277,0.415,0.0
0.272,0.417,0.0
0.286,0.424,0.0
0.288,0.423,1.0
0.28,0.419,1.0
0.273,0.444,0.0
0.275,0.431,0.0
0.271,0.459,0.0
0.282,0.476,0.0
0.285,0.475,0.0
0.28,0.463,0.0
0.283,0.47,0.0
0.284,0.449,0.0
0.287,0.446,0.0
0.274,0.453,0.0
0.274,0.451,0.0
0.27,0.448,0.0
0.27,0.44,0.0
0.282,0.394,0.0
0.287,0.411,0.0
0.281,0.417,0.0
0.271,0.404,0.0
0.272,0.413,0.0
0.277,0.414,0.0
0.279,0.429,0.0
0.275,0.436,0.0
0.289,0.43,0.0
0.282,0.428,0.0
0.276,0.443,0.0
0.279,0.432,0.0
0.282,0.439,0.0
0.276,0.449,0.0
0.269,0.452,0.0
0.263,0.45,0.0
0.277,0.44,0.0
0.271,0.442,0.0
0.271,0.44,0.0
0.265,0.468,0.0
0.269,0.46,0.0
0.265,0.457,0.0
0.261,0.457,0.0
0.274,0.448,0.0
0.288,0.46,0.0
0.284,0.451,0.0
0.287,0.455,0.0
0.27,0.47,0.0
0.287,0.47,0.0
0.301,0.448,0.0
0.292,0.461,0.0
0.287,0.449,0.0
0.285,0.45,0.0
0.292,0.444,0.0
0.297,0.432,0.0
0.314,0.433,0.0
0.306,0.423,0.0
0.301,0.413,0.0
0.287,0.409,0.0
0.276,0.421,0.0
0.274,0.398,0.0
0.275,0.399,0.0
0.264,0.409,0.0
0.258,0.397,0.0
0.259,0.397,0.0
0.258,0.407,0.0
0.26,0.412,0.0
0.26,0.416,0.0
0.26,0.412,0.0
0.27,0.389,0.0
0.264,0.399,0.0
0.26,0.42,0.0
0.26,0.423,0.0
0.258,0.428,0.0
