group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.284,0.455,2.0
0.287,0.452,1.0
0.288,0.472,1.0
0.286,0.475,1.0
0.289,0.476,1.0
0.288,0.473,0.0
0.294,0.475,0.0
0.29,0.463,0.0
0.303,0.467,1.0
0.298,0.467,1.0
0.304,0.466,0.0
0.316,0.473,1.0
0.311,0.471,1.0
0.317,0.474,1.0
0.306,0.47,0.0
0.298,0.465,1.0
0.303,0.462,0.0
0.304,0.469,0.0
0.307,0.479,1.0
0.297,0.485,1.0
0.292,0.498,0.0
0.292,0.479,0.0
0.294,0.472,0.0
0.304,0.474,0.0
0.296,0.468,0.0
0.294,0.483,0.0
0.287,0.49,1.0
0.287,0.495,2.0
0.284,0.503,1.0
0.294,0.509,1.0
0.286,0.497,0.0
0.287,0.501,0.0
0.296,0.512,0.0
0.292,0.511,1.0
0.311,0.519,0.0
0.306,0.503,0.0
0.305,0.502,0.0
0.297,0.486,0.0
0.294,0.485,1.0
0.291,0.47,1.0
0.291,0.468,0.0
0.288,0.458,1.0
0.284,0.471,1.0
0.291,0.494,0.0
0.296,0.484,0.0
0.296,0.487,0.0
0.297,0.501,0.0
0.303,0.496,0.0
0.288,0.509,0.0
0.293,0.493,0.0
0.297,0.494,1.0
0.303,0.5,1.0
0.291,0.489,1.0
0.281,0.481,0.0
0.285,0.47,1.0
0.282,0.496,1.0
0.296,0.488,1.0
0.298,0.489,0.0
0.305,0.486,0.0
0.308,0.483,0.0
0.3,0.514,0.0
0.301,0.519,0.0
0.309,0.521,0.0
0.307,0.507,1.0
0.303,0.5,0.0
0.299,0.51,0.0
0.315,0.5,0.0
0.303,0.522,0.0
0.299,0.514,0.0
0.298,0.497,0.0
0.301,0.485,0.0
0.29,0.484,0.0
0.293,0.481,0.0
0.291,0.485,0.0
0.302,0.475,0.0
0.299,0.474,0.0
0.289,0.45,0.0
0.297,0.445,1.0
0.304,0.435,2.0
0.307,0.441,1.0
0.309,0.453,1.0
0.309,0.455,2.0
0.305,0.452,2.0
0.304,0.447,1.0
0.306,0.463,0.0
0.322,0.476,0.0
0.314,0.472,0.0
0.305,0.476,1.0
0.316,0.471,0.0
0.303,0.474,0.0
0.305,0.477,0.0
0.298,0.454,0.0
0.301,0.462,0.0
0.291,0.452,0.0
0.288,0.46,0.0
0.292,0.458,0.0
0.301,0.48,0.0
0.3,0.478,0.0
0.293,0.486,0.0
0.296,0.476,0.0
0.287,0.471,0.0
0.303,0.467,0.0
0.314,0.476,0.0
0.303,0.468,0.0
0.319,0.462,1.0
0.323,0.475,0.0
