group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.309,0.476,1.0
0.308,0.462,2.0
0.312,0.461,1.0
0.318,0.473,2.0
0.32,0.463,1.0
0.325,0.454,1.0
0.329,0.456,2.0
0.323,0.461,2.0
0.329,0.47,1.0
0.334,0.475,2.0
0.33,0.483,2.0
0.342,0.49,2.0
0.343,0.498,2.0
0.323,0.498,2.0
0.307,0.488,1.0
0.31,0.485,0.0
0.295,0.484,0.0
0.298,0.475,0.0
0.288,0.467,0.0
0.279,0.483,0.0
0.292,0.471,0.0
0.293,0.47,0.0
0.288,0.468,0.0
0.306,0.46,0.0
0.291,0.467,1.0
0.294,0.468,0.0
0.296,0.465,1.0
0.296,0.461,1.0
0.309,0.48,1.0
0.307,0.459,1.0
0.304,0.452,1.0
0.305,0.457,1.0
0.301,0.459,1.0
0.303,0.465,0.0
0.295,0.475,1.0
0.301,0.477,0.0
0.296,0.476,0.0
0.299,0.482,0.0
0.293,0.475,0.0
0.286,0.466,1.0
0.294,0.46,0.0
0.293,0.446,0.0
0.303,0.439,0.0
0.3,0.453,0.0
0.291,0.428,1.0
0.284,0.419,1.0
0.286,0.425,1.0
0.289,0.431,1.0
0.288,0.415,1.0
0.298,0.417,1.0
0.286,0.424,1.0
0.294,0.426,1.0
0.297,0.459,1.0
0.311,0.45,1.0
0.299,0.459,1.0
0.303,0.458,1.0
0.301,0.472,1.0
0.296,0.465,1.0
0.301,0.474,1.0
0.304,0.48,1.0
0.299,0.475,1.0
0.302,0.493,1.0
0.305,0.481,2.0
0.302,0.49,2.0
0.306,0.494,1.0
0.307,0.513,1.0
0.298,0.512,1.0
0.299,0.513,1.0
0.299,0.512,1.0
0.302,0.513,1.0
0.296,0.505,1.0
0.288,0.497,1.0
0.286,0.478,1.0
0.292,0.469,0.0
0.297,0.462,0.0
0.292,0.45,0.0
0.299,0.44,1.0
0.297,0.452,1.0
0.298,0.473,1.0
0.31,0.497,2.0
0.322,0.506,2.0
0.314,0.524,2.0
0.32,0.55,2.0
0.332,0.539,2.0
0.35,0.539,2.0
0.354,0.543,2.0
0.366,0.543,2.0
0.362,0.53,2.0
0.367,0.516,2.0
0.355,0.482,2.0
0.344,0.488,2.0
0.349,0.483,2.0
0.37,0.48,2.0
0.369,0.501,2.0
0.38,0.523,2.0
0.387,0.511,2.0
0.381,0.529,2.0
0.37,0.539,2.0
0.368,0.538,2.0
0.365,0.538,2.0
0.348,0.553,2.0
0.352,0.553,2.0
0.357,0.54,2.0
0.351,0.507,2.0
0.346,0.497,2.0
0.347,0.506,2.0
0.342,0.502,2.0
0.337,0.468,2.0
0.346,0.469,2.0
0.338,0.476,2.0
0.335,0.453,1.0
0.322,0.436,2.0
0.315,0.436,2.0
0.306,0.442,1.0
0.318,0.459,1.0
0.315,0.466,1.0
0.323,0.462,1.0
0.327,0.456,1.0
0.318,0.45,2.0
0.309,0.438,1.0
0.309,0.438,1.0
0.313,0.431,1.0
0.318,0.453,1.0
0.314,0.449,1.0
0.299,0.449,1.0
0.309,0.437,1.0
0.311,0.435,1.0
0.309,0.429,1.0
0.31,0.433,1.0
0.308,0.425,1.0
0.303,0.438,1.0
0.315,0.427,1.0
0.31,0.412,1.0
0.309,0.415,1.0
0.301,0.401,0.0
0.306,0.402,1.0
0.302,0.397,1.0
0.3,0.399,1.0
0.293,0.404,1.0
0.299,0.4,0.0
0.302,0.405,0.0
0.318,0.41,1.0
0.309,0.413,0.0
0.3,0.435,1.0
0.32,0.443,1.0
0.311,0.441,1.0
0.307,0.467,1.0
0.289,0.471,1.0
0.288,0.474,0.0
0.286,0.47,1.0
0.286,0.466,0.0
0.297,0.458,0.0
0.299,0.461,1.0
0.289,0.443,1.0
0.294,0.444,0.0
0.302,0.441,0.0
0.307,0.417,0.0
0.306,0.411,1.0
0.311,0.419,1.0
0.305,0.425,1.0
0.304,0.437,1.0
0.303,0.461,1.0
0.301,0.464,1.0
0.295,0.47,1.0
0.297,0.471,1.0
0.304,0.464,1.0
0.289,0.473,1.0
0.308,0.46,1.0
0.31,0.464,1.0
0.296,0.478,1.0
0.302,0.479,2.0
0.295,0.475,1.0
0.287,0.473,1.0
0.292,0.46,1.0
0.294,0.465,1.0
0.293,0.464,1.0
0.286,0.456,0.0
0.282,0.479,0.0
0.28,0.474,0.0
0.284,0.468,0.0
0.281,0.471,0.0
0.277,0.456,0.0
0.28,0.466,0.0
0.29,0.483,0.0
0.284,0.505,0.0
0.291,0.51,0.0
0.285,0.513,0.0
0.298,0.513,0.0
0.293,0.492,0.0
0.289,0.494,0.0
0.285,0.492,0.0
0.285,0.487,0.0
0.286,0.481,1.0
0.28,0.473,0.0
0.285,0.457,0.0
0.286,0.436,0.0
0.289,0.435,1.0
0.287,0.424,1.0
0.28,0.418,1.0
0.289,0.41,0.0
0.274,0.412,0.0
0.263,0.411,0.0
0.26,0.413,0.0
0.272,0.411,0.0
0.27,0.405,0.0
0.279,0.393,1.0
0.271,0.396,1.0
0.276,0.408,1.0
0.293,0.417,0.0
0.299,0.46,0.0
0.298,0.457,0.0
0.296,0.447,0.0
0.296,0.438,0.0
0.295,0.435,1.0
0.285,0.448,1.0
0.287,0.471,1.0
0.298,0.501,1.0
0.307,0.488,1.0
0.301,0.497,1.0
0.306,0.509,1.0
0.323,0.49,1.0
0.317,0.493,1.0
0.306,0.494,1.0
0.301,0.501,1.0
0.298,0.497,0.0
0.291,0.471,0.0
0.291,0.444,0.0
0.293,0.442,0.0
0.296,0.424,0.0
0.294,0.405,0.0
0.293,0.394,0.0
0.283,0.377,0.0
0.265,0.386,0.0
0.263,0.375,0.0
0.266,0.373,0.0
0.267,0.377,0.0
0.259,0.379,0.0
0.262,0.371,0.0
0.266,0.37,0.0
0.259,0.367,0.0
0.26,0.375,0.0
0.272,0.422,0.0
0.272,0.417,0.0
0.27,0.426,0.0
0.269,0.456,0.0
0.269,0.446,0.0
0.269,0.456,0.0
0.287,0.469,0.0
0.287,0.48,0.0
0.303,0.507,0.0
0.287,0.511,1.0
0.313,0.47,1.0
0.311,0.469,1.0
0.299,0.458,1.0
0.295,0.437,1.0
0.3,0.424,1.0
0.305,0.429,1.0
0.293,0.425,0.0
0.274,0.42,0.0
0.266,0.39,0.0
0.258,0.383,0.0
0.249,0.389,0.0
0.253,0.386,0.0
0.249,0.399,0.0
0.251,0.404,0.0
0.249,0.414,0.0
0.26,0.422,0.0
0.259,0.417,0.0
0.257,0.406,0.0
0.26,0.41,0.0
0.256,0.417,0.0
0.25,0.407,0.0
0.262,0.415,0.0
0.259,0.418,0.0
0.256,0.415,0.0
0.254,0.406,0.0
0.259,0.402,0.0
0.262,0.388,0.0
0.261,0.387,0.0
0.265,0.395,0.0
0.274,0.401,0.0
0.268,0.407,0.0
0.263,0.413,0.0
0.261,0.402,0.0
0.256,0.405,0.0
0.268,0.403,0.0
0.264,0.408,0.0
0.252,0.394,0.0
0.252,0.398,0.0
0.262,0.386,0.0
0.255,0.394,0.0
0.252,0.403,0.0
0.258,0.388,0.0
0.254,0.395,0.0
0.264,0.401,0.0
0.263,0.395,0.0
0.273,0.404,0.0
0.278,0.397,0.0
0.293,0.405,0.0
0.307,0.409,0.0
0.288,0.398,0.0
0.28,0.393,0.0
0.284,0.396,0.0
0.281,0.409,0.0
0.281,0.401,0.0
0.267,0.424,0.0
0.275,0.401,0.0
0.27,0.403,0.0
0.269,0.403,0.0
0.263,0.404,0.0
0.257,0.409,0.0
0.265,0.407,0.0
0.261,0.398,0.0
0.263,0.389,0.0
0.269,0.377,0.0
0.275,0.378,0.0
0.264,0.383,0.0
0.261,0.381,0.0
0.261,0.401,0.0
0.259,0.396,0.0
0.269,0.43,0.0
0.269,0.429,0.0
0.263,0.455,0.0
0.265,0.449,0.0
0.274,0.454,0.0
0.27,0.456,0.0
0.273,0.454,0.0
0.277,0.453,0.0
0.275,0.455,0.0
0.282,0.442,0.0
0.283,0.453,0.0
0.273,0.417,0.0
0.266,0.404,0.0
0.268,0.403,0.0
0.268,0.402,0.0
0.274,0.407,0.0
0.264,0.411,0.0
0.263,0.407,0.0
0.266,0.403,0.0
0.271,0.409,0.0
0.274,0.403,0.0
0.275,0.405,1.0
0.29,0.4,0.0
0.286,0.399,0.0
0.279,0.391,0.0
0.283,0.395,0.0
0.28,0.391,0.0
0.284,0.396,0.0
0.275,0.394,0.0
0.272,0.389,0.0
0.285,0.397,0.0
0.273,0.388,0.0
0.277,0.387,0.0
0.276,0.389,0.0
0.277,0.402,0.0
0.267,0.412,0.0
0.266,0.411,0.0
0.272,0.399,0.0
0.274,0.391,0.0
0.269,0.391,0.0
0.263,0.395,0.0
0.263,0.393,0.0
0.263,0.391,0.0
0.266,0.413,0.0
0.277,0.423,0.0
0.278,0.413,0.0
0.283,0.402,0.0
0.286,0.409,0.0
0.279,0.401,1.0
0.277,0.403,1.0
0.298,0.401,1.0
0.291,0.401,1.0
0.301,0.409,1.0
0.282,0.375,1.0
0.284,0.366,0.0
0.279,0.36,0.0
0.274,0.357,0.0
0.267,0.349,0.0
0.26,0.355,0.0
0.276,0.358,0.0
0.27,0.369,0.0
0.274,0.363,0.0
0.28,0.364,0.0
0.271,0.375,0.0
0.265,0.381,0.0
0.269,0.385,0.0
0.28,0.395,0.0
0.267,0.403,0.0
0.256,0.416,0.0
0.253,0.415,0.0
0.253,0.415,0.0
0.254,0.413,0.0
0.261,0.422,0.0
0.257,0.434,0.0
0.259,0.441,0.0
0.271,0.438,0.0
0.276,0.443,0.0
0.259,0.443,0.0
0.26,0.437,0.0
0.258,0.438,0.0
0.267,0.425,0.0
0.262,0.418,0.0
0.276,0.424,0.0
0.269,0.411,0.0
0.265,0.413,0.0
0.264,0.417,0.0
0.268,0.402,0.0
0.274,0.4,0.0
0.275,0.4,0.0
0.274,0.397,0.0
0.273,0.401,0.0
0.264,0.405,0.0
0.266,0.392,0.0
0.252,0.391,0.0
0.255,0.383,0.0
0.26,0.385,0.0
0.259,0.39,0.0
0.255,0.384,0.0
0.258,0.381,0.0
0.258,0.386,0.0
0.264,0.388,0.0
0.255,0.399,0.0
0.267,0.415,0.0
0.258,0.417,0.0
0.256,0.435,0.0
0.253,0.428,0.0
0.246,0.415,0.0
0.258,0.42,0.0
0.263,0.43,0.0
0.266,0.435,0.0
0.262,0.425,0.0
0.268,0.413,0.0
0.259,0.403,0.0
0.258,0.39,0.0
0.255,0.378,0.0
0.252,0.38,0.0
0.251,0.373,0.0
0.256,0.37,0.0
0.256,0.368,0.0
0.261,0.351,0.0
0.264,0.356,0.0
0.268,0.363,0.0
0.282,0.37,0.0
0.27,0.381,0.0
0.263,0.394,0.0
0.256,0.393,0.0
0.262,0.388,0.0
0.252,0.392,0.0
0.261,0.405,0.0
0.262,0.404,0.0
0.264,0.407,0.0
0.269,0.408,0.0
0.267,0.413,0.0
0.271,0.421,0.0
0.266,0.415,0.0
0.256,0.398,0.0
0.253,0.396,0.0
0.246,0.395,0.0
0.252,0.392,0.0
0.256,0.391,0.0
0.272,0.393,0.0
0.263,0.387,0.0
0.258,0.396,0.0
0.252,0.382,0.0
0.257,0.376,0.0
0.257,0.38,0.0
0.263,0.369,0.0
0.268,0.388,0.0
0.27,0.379,0.0
0.264,0.383,0.0
0.257,0.392,0.0
0.252,0.391,0.0
0.257,0.399,0.0
0.26,0.401,0.0
0.267,0.415,0.0
0.272,0.413,0.0
0.272,0.415,0.0
0.27,0.415,0.0
0.264,0.419,0.0
0.265,0.416,0.0
0.26,0.406,0.0
0.268,0.398,0.0
0.266,0.392,0.0
0.267,0.376,0.0
0.268,0.384,0.0
0.265,0.376,0.0
0.266,0.371,0.0
0.28,0.389,0.0
0.288,0.395,0.0
0.27,0.389,0.0
0.271,0.391,0.0
0.28,0.4,0.0
0.276,0.417,0.0
0.259,0.427,0.0
0.264,0.421,0.0
0.258,0.411,0.0
0.264,0.431,0.0
0.264,0.426,0.0
0.266,0.425,0.0
0.261,0.421,0.0
0.26,0.42,0.0
0.265,0.427,0.0
0.266,0.423,0.0
0.264,0.41,0.0
0.27,0.421,0.0
0.25,0.425,0.0
0.253,0.427,0.0
0.252,0.392,0.0
0.26,0.386,0.0
0.266,0.379,0.0
0.273,0.388,0.0
0.27,0.39,0.0
0.276,0.402,0.0
0.283,0.399,0.0
0.29,0.397,0.0
0.296,0.401,0.0
0.294,0.396,0.0
0.286,0.403,1.0
0.279,0.396,0.0
0.271,0.403,0.0
0.261,0.407,0.0
0.262,0.407,0.0
0.263,0.399,0.0
0.258,0.387,0.0
0.265,0.394,0.0
0.26,0.392,0.0
0.254,0.391,0.0
0.263,0.391,0.0
0.262,0.411,0.0
0.269,0.412,0.0
0.275,0.412,0.0
0.27,0.412,0.0
0.261,0.393,0.0
0.251,0.399,0.0
0.253,0.401,0.0
0.245,0.404,0.0
0.243,0.398,0.0
0.255,0.389,0.0
0.254,0.387,0.0
0.241,0.38,0.0
0.244,0.374,0.0
0.25,0.369,0.0
0.244,0.365,0.0
0.245,0.368,0.0
0.252,0.362,0.0
0.247,0.358,0.0
0.256,0.374,0.0
0.263,0.378,0.0
0.273,0.384,0.0
0.277,0.397,0.0
0.28,0.415,0.0
0.265,0.416,0.0
0.259,0.421,0.0
0.267,0.447,0.0
0.272,0.449,0.0
0.264,0.445,0.0
0.27,0.438,0.0
0.267,0.451,0.0
0.268,0.46,0.0
0.261,0.445,0.0
0.257,0.43,0.0
0.258,0.43,0.0
0.267,0.431,0.0
0.26,0.404,0.0
0.258,0.4,0.0
0.258,0.418,0.0
0.25,0.416,0.0
0.26,0.397,0.0
0.264,0.397,0.0
0.259,0.396,0.0
0.255,0.403,0.0
0.256,0.403,0.0
0.259,0.414,0.0
0.26,0.419,0.0
0.259,0.428,0.0
0.258,0.41,0.0
0.254,0.401,0.0
0.251,0.405,0.0
0.244,0.404,0.0
0.258,0.397,0.0
0.261,0.398,0.0
0.265,0.4,0.0
0.263,0.395,0.0
0.261,0.39,0.0
0.261,0.396,0.0
0.262,0.392,0.0
0.259,0.39,0.0
0.259,0.403,0.0
0.255,0.395,0.0
0.254,0.403,0.0
0.254,0.402,0.0
0.262,0.402,0.0
0.282,0.4,0.0
0.271,0.408,0.0
0.27,0.401,0.0
0.272,0.403,0.0
0.278,0.412,0.0
0.281,0.414,0.0
0.297,0.416,0.0
0.291,0.428,0.0
0.275,0.424,0.0
0.266,0.414,0.0
0.27,0.42,0.0
0.29,0.415,0.0
0.285,0.416,0.0
0.284,0.404,0.0
0.289,0.402,0.0
0.291,0.398,0.0
0.273,0.39,0.0
0.268,0.388,0.0
0.261,0.377,0.0
0.272,0.382,0.0
0.27,0.393,0.0
0.263,0.386,0.0
0.27,0.397,0.0
0.268,0.389,0.0
0.27,0.392,0.0
0.274,0.383,0.0
0.265,0.383,0.0
0.257,0.383,0.0
0.254,0.397,0.0
0.263,0.391,0.0
0.251,0.393,0.0
0.257,0.389,0.0
0.258,0.39,0.0
0.254,0.401,0.0
0.248,0.406,0.0
0.254,0.417,0.0
0.248,0.425,0.0
0.248,0.426,0.0
0.268,0.409,0.0
0.256,0.417,0.0
0.257,0.416,0.0
0.253,0.425,0.0
0.253,0.425,0.0
0.25,0.418,0.0
0.251,0.426,0.0
0.254,0.413,0.0
0.24,0.416,0.0
0.245,0.417,0.0
0.265,0.432,0.0
0.253,0.417,0.0
0.257,0.418,0.0
0.263,0.425,0.0
0.265,0.418,0.0
0.253,0.41,0.0
0.254,0.39,0.0
0.256,0.398,0.0
0.251,0.405,0.0
0.259,0.413,0.0
0.265,0.404,0.0
0.274,0.408,0.0
0.274,0.423,0.0
0.28,0.416,0.0
0.295,0.419,0.0
0.276,0.433,0.0
0.291,0.43,0.0
0.281,0.428,0.0
0.273,0.425,0.0
0.273,0.432,0.0
0.272,0.437,0.0
0.263,0.425,0.0
0.269,0.42,0.0
0.266,0.408,0.0
0.259,0.399,0.0
0.27,0.386,0.0
0.266,0.4,1.0
0.28,0.405,1.0
0.273,0.417,1.0
0.277,0.401,1.0
0.267,0.396,1.0
0.265,0.416,0.0
0.266,0.417,0.0
0.273,0.42,0.0
0.275,0.432,1.0
0.264,0.428,0.0
0.258,0.436,0.0
0.255,0.446,0.0
0.261,0.443,0.0
0.273,0.436,0.0
0.279,0.44,0.0
0.273,0.456,0.0
0.282,0.442,0.0
0.273,0.44,0.0
0.281,0.428,0.0
0.273,0.425,0.0
0.258,0.408,0.0
0.271,0.391,0.0
0.265,0.377,0.0
0.262,0.38,0.0
0.267,0.39,0.0
0.268,0.383,0.0
0.266,0.389,0.0
0.271,0.399,0.0
0.27,0.401,0.0
0.267,0.397,0.0
0.259,0.394,0.0
0.257,0.396,0.0
