message_dispatcher,metric_insertion,status_metric_extraction
0.426,0.526,0.0
0.424,0.531,0.0
0.428,0.537,0.0
0.427,0.54,0.0
0.415,0.546,0.0
0.415,0.549,0.0
0.421,0.537,0.0
0.418,0.543,0.0
0.43,0.563,0.0
0.431,0.556,0.0
0.425,0.561,0.0
0.439,0.553,0.0
0.434,0.558,0.0
0.439,0.547,0.0
0.443,0.552,0.0
0.451,0.549,0.0
0.463,0.565,0.0
0.456,0.548,0.0
0.459,0.56,0.0
0.438,0.548,0.0
0.434,0.547,0.0
0.447,0.554,0.0
0.447,0.559,1.0
0.433,0.561,0.0
0.436,0.57,0.0
0.427,0.568,0.0
0.416,0.546,0.0
0.431,0.538,0.0
0.424,0.544,0.0
0.437,0.537,0.0
0.435,0.546,0.0
0.428,0.555,0.0
0.431,0.539,0.0
0.427,0.532,0.0
0.42,0.544,0.0
0.419,0.543,0.0
0.427,0.551,0.0
0.431,0.538,0.0
0.422,0.532,0.0
0.428,0.54,0.0
0.404,0.536,0.0
0.414,0.534,0.0
0.412,0.531,0.0
0.414,0.531,0.0
0.424,0.53,0.0
0.421,0.523,0.0
0.422,0.523,0.0
0.422,0.52,0.0
0.406,0.52,0.0
0.407,0.526,0.0
0.419,0.536,0.0
0.419,0.544,0.0
0.421,0.547,0.0
0.409,0.537,0.0
0.41,0.546,0.0
0.414,0.549,0.0
0.417,0.544,0.0
0.424,0.553,0.0
0.423,0.551,0.0
0.428,0.541,0.0
0.426,0.538,0.0
0.418,0.54,0.0
0.414,0.537,0.0
0.42,0.551,0.0
0.432,0.539,0.0
0.44,0.526,0.0
0.447,0.507,0.0
0.436,0.504,0.0
0.426,0.51,0.0
0.44,0.53,0.0
0.435,0.543,0.0
0.427,0.531,0.0
0.445,0.53,0.0
0.433,0.541,0.0
0.436,0.534,0.0
0.424,0.536,0.0
0.419,0.535,0.0
0.418,0.544,0.0
0.411,0.532,0.0
0.412,0.534,0.0
0.425,0.555,0.0
0.43,0.55,0.0
0.431,0.547,0.0
0.443,0.529,0.0
0.434,0.532,0.0
0.444,0.535,0.0
0.444,0.554,0.0
0.45,0.569,0.0
0.447,0.564,0.0
0.453,0.553,0.0
0.462,0.552,0.0
0.443,0.561,0.0
0.43,0.554,0.0
0.442,0.561,0.0
0.447,0.56,0.0
0.447,0.545,0.0
0.455,0.527,0.0
0.464,0.517,0.0
0.455,0.522,0.0
0.45,0.523,0.0
0.424,0.518,0.0
0.401,0.538,1.0
0.406,0.525,1.0
0.413,0.517,0.0
0.419,0.533,0.0
0.415,0.522,0.0
0.418,0.518,0.0
0.431,0.522,0.0
0.432,0.528,0.0
0.435,0.521,0.0
0.445,0.531,0.0
0.438,0.525,0.0
0.439,0.521,0.0
0.438,0.519,0.0
0.425,0.524,0.0
0.432,0.53,0.0
0.437,0.53,0.0
0.438,0.547,0.0
0.443,0.539,0.0
0.433,0.525,0.0
0.439,0.538,0.0
0.423,0.546,0.0
0.418,0.537,0.0
0.419,0.531,0.0
0.413,0.531,0.0
0.429,0.518,0.0
0.428,0.53,0.0
0.439,0.547,1.0
0.422,0.551,2.0
0.438,0.555,1.0
0.454,0.556,0.0
0.467,0.562,1.0
0.475,0.568,1.0
0.484,0.565,1.0
0.488,0.565,1.0
0.478,0.572,0.0
0.487,0.56,0.0
0.48,0.566,0.0
0.479,0.566,1.0
0.465,0.571,0.0
0.464,0.573,1.0
0.462,0.568,1.0
0.461,0.562,1.0
0.462,0.559,1.0
0.451,0.572,0.0
0.441,0.591,0.0
0.455,0.581,0.0
0.442,0.587,0.0
0.461,0.566,0.0
0.449,0.572,0.0
0.442,0.574,0.0
0.443,0.578,1.0
0.443,0.551,1.0
0.441,0.556,0.0
0.459,0.556,0.0
0.461,0.568,1.0
0.462,0.543,1.0
0.464,0.553,0.0
0.445,0.544,0.0
0.417,0.541,0.0
0.423,0.537,0.0
0.428,0.549,0.0
0.43,0.532,0.0
0.445,0.542,0.0
0.431,0.534,0.0
0.426,0.541,0.0
0.432,0.54,0.0
0.45,0.522,0.0
0.456,0.526,0.0
0.449,0.537,0.0
0.446,0.539,0.0
0.442,0.536,0.0
0.435,0.537,0.0
0.452,0.551,0.0
0.448,0.544,0.0
0.463,0.549,0.0
0.451,0.552,0.0
0.442,0.532,0.0
0.437,0.532,0.0
0.43,0.543,0.0
0.427,0.561,0.0
0.424,0.582,0.0
0.425,0.582,0.0
0.427,0.566,0.0
0.444,0.544,0.0
0.426,0.54,0.0
0.429,0.536,0.0
0.426,0.534,0.0
0.418,0.525,0.0
0.441,0.533,0.0
0.438,0.523,0.0
0.423,0.513,0.0
0.416,0.527,0.0
0.42,0.521,0.0
0.421,0.526,0.0
0.426,0.519,0.0
0.439,0.516,0.0
0.436,0.513,0.0
0.433,0.517,0.0
0.421,0.511,0.0
0.402,0.522,0.0
0.406,0.515,0.0
0.409,0.514,0.0
0.417,0.519,0.0
0.41,0.528,0.0
0.411,0.516,0.0
0.411,0.517,0.0
0.416,0.513,0.0
0.416,0.519,0.0
0.42,0.525,0.0
0.421,0.511,0.0
0.426,0.511,0.0
0.429,0.517,0.0
0.434,0.538,0.0
0.427,0.541,0.0
0.434,0.538,0.0
0.439,0.524,0.0
0.444,0.521,0.0
