message_dispatcher,metric_insertion,status_metric_extraction
0.444,0.557,0.0
0.445,0.554,1.0
0.435,0.549,1.0
0.452,0.552,1.0
0.453,0.546,0.0
0.456,0.542,0.0
0.449,0.539,0.0
0.438,0.547,0.0
0.437,0.54,0.0
0.446,0.535,0.0
0.451,0.549,0.0
0.457,0.536,0.0
0.442,0.539,0.0
0.442,0.542,0.0
0.431,0.54,0.0
0.436,0.554,0.0
0.431,0.559,0.0
0.429,0.563,0.0
0.451,0.58,0.0
0.468,0.577,1.0
0.471,0.571,0.0
0.46,0.553,0.0
0.46,0.549,0.0
0.445,0.549,0.0
0.438,0.548,0.0
0.434,0.536,0.0
0.429,0.544,0.0
0.444,0.549,0.0
0.433,0.549,1.0
0.432,0.562,1.0
0.441,0.564,1.0
0.449,0.568,1.0
0.453,0.555,1.0
0.452,0.553,0.0
0.454,0.551,0.0
0.457,0.549,0.0
0.472,0.561,0.0
0.456,0.576,0.0
0.455,0.559,1.0
0.456,0.553,1.0
0.452,0.544,2.0
0.444,0.557,1.0
0.438,0.542,1.0
0.433,0.542,1.0
0.435,0.549,1.0
0.444,0.542,0.0
0.432,0.531,0.0
0.432,0.528,0.0
0.443,0.54,0.0
0.44,0.547,0.0
0.453,0.545,0.0
0.456,0.553,0.0
0.447,0.56,0.0
0.453,0.543,0.0
0.443,0.533,0.0
0.422,0.525,0.0
0.434,0.528,1.0
0.437,0.539,1.0
0.438,0.54,1.0
0.445,0.538,1.0
0.459,0.537,1.0
0.459,0.54,1.0
0.453,0.544,1.0
0.452,0.55,1.0
0.448,0.554,1.0
0.436,0.559,0.0
0.443,0.554,0.0
0.444,0.548,0.0
0.445,0.549,1.0
0.446,0.559,1.0
0.448,0.559,1.0
0.455,0.541,0.0
0.457,0.549,0.0
0.451,0.556,0.0
0.449,0.561,0.0
0.433,0.552,0.0
0.447,0.543,1.0
0.437,0.547,2.0
0.438,0.558,2.0
0.442,0.556,2.0
0.451,0.544,2.0
0.438,0.553,1.0
0.451,0.549,2.0
0.468,0.557,1.0
0.469,0.561,1.0
0.459,0.582,1.0
0.471,0.573,1.0
0.467,0.568,1.0
0.437,0.559,1.0
0.437,0.553,1.0
0.429,0.555,0.0
0.431,0.55,0.0
0.427,0.556,0.0
0.439,0.549,1.0
0.445,0.547,0.0
0.452,0.546,0.0
0.45,0.555,0.0
0.442,0.544,0.0
0.451,0.548,0.0
0.442,0.537,0.0
0.447,0.534,0.0
0.447,0.522,0.0
0.445,0.524,1.0
0.445,0.523,0.0
0.443,0.522,1.0
0.448,0.526,1.0
0.455,0.524,1.0
0.451,0.519,1.0
0.447,0.53,1.0
0.456,0.537,0.0
0.456,0.533,0.0
0.459,0.541,1.0
0.47,0.542,1.0
0.459,0.545,1.0
0.462,0.548,0.0
0.474,0.542,0.0
0.468,0.536,0.0
0.467,0.554,0.0
0.46,0.541,1.0
0.46,0.536,1.0
0.473,0.552,0.0
0.474,0.544,1.0
0.464,0.537,0.0
0.467,0.552,0.0
0.502,0.545,0.0
0.504,0.547,0.0
0.504,0.556,0.0
0.492,0.563,1.0
0.484,0.579,1.0
0.489,0.571,1.0
0.484,0.584,1.0
0.469,0.556,2.0
0.472,0.56,2.0
0.453,0.565,2.0
0.461,0.566,0.0
0.456,0.558,0.0
0.455,0.559,0.0
0.445,0.551,0.0
0.448,0.545,1.0
0.445,0.547,1.0
0.446,0.541,0.0
0.442,0.548,1.0
0.449,0.531,1.0
0.446,0.526,1.0
0.436,0.53,1.0
0.431,0.54,1.0
0.436,0.536,0.0
0.465,0.54,0.0
0.449,0.547,0.0
0.444,0.559,0.0
0.45,0.564,0.0
0.449,0.564,0.0
0.451,0.554,1.0
0.443,0.57,1.0
0.457,0.563,1.0
0.448,0.562,1.0
0.451,0.575,0.0
0.442,0.568,1.0
0.438,0.55,0.0
0.451,0.551,0.0
0.441,0.565,1.0
0.439,0.555,1.0
0.441,0.543,0.0
0.44,0.554,1.0
0.431,0.546,1.0
0.438,0.541,1.0
0.44,0.546,1.0
0.437,0.541,0.0
0.431,0.54,0.0
0.436,0.535,0.0
0.436,0.537,0.0
0.437,0.528,0.0
