message_dispatcher,metric_insertion,status_metric_extraction
1.021,0.981,0.0
1.028,0.97,0.0
1.033,0.974,0.0
1.012,0.968,0.0
1.019,0.955,0.0
1.018,0.95,0.0
1.013,0.914,0.0
1.041,0.92,0.0
1.027,0.912,0.0
1.016,0.918,0.0
1.007,0.911,0.0
1.0,0.938,0.0
0.97,0.94,0.0
0.963,0.969,0.0
0.957,0.99,0.0
0.96,0.993,0.0
0.965,0.991,0.0
0.954,0.999,0.0
0.945,0.988,0.0
0.955,0.991,0.0
0.969,0.97,0.0
0.967,1.008,0.0
0.965,1.011,0.0
0.979,1.012,0.0
1.001,1.013,0.0
0.986,1.009,0.0
0.994,1.003,0.0
0.994,1.005,0.0
1.007,1.016,0.0
1.004,1.016,0.0
1.001,1.033,0.0
0.998,1.042,0.0
1.003,1.0,0.0
1.009,0.972,0.0
0.995,0.965,0.0
1.016,0.963,0.0
1.027,0.938,0.0
1.029,0.956,0.0
1.035,0.962,0.0
1.038,0.98,0.0
1.034,0.966,0.0
1.069,0.966,0.0
1.061,0.953,0.0
1.039,0.994,0.0
1.027,1.006,0.0
1.041,1.014,0.0
1.044,1.034,0.0
1.063,1.034,0.0
1.043,1.013,0.0
1.023,0.998,0.0
1.059,0.985,0.0
1.024,0.975,0.0
1.013,0.971,0.0
1.059,0.978,0.0
1.067,0.958,0.0
1.039,0.976,0.0
1.034,0.995,0.0
1.007,1.001,0.0
1.005,1.007,0.0
1.018,1.001,0.0
1.013,1.008,0.0
0.987,1.041,0.0
0.987,1.052,0.0
0.971,1.039,0.0
0.981,1.048,0.0
0.988,1.03,0.0
0.994,1.012,0.0
1.0,1.013,0.0
0.998,1.007,0.0
0.988,0.999,0.0
1.021,0.977,0.0
1.025,0.968,0.0
1.027,0.954,0.0
1.042,0.955,0.0
1.03,0.941,0.0
1.025,0.94,0.0
1.023,0.926,0.0
1.015,0.93,0.0
1.016,0.934,0.0
1.034,0.961,0.0
1.004,0.969,0.0
1.005,0.983,0.0
1.007,0.997,0.0
0.993,0.982,0.0
0.998,0.984,0.0
0.986,0.984,0.0
0.968,0.994,0.0
0.983,1.012,0.0
0.986,0.995,0.0
0.997,0.981,0.0
0.981,0.968,0.0
