message_dispatcher,metric_insertion,status_metric_extraction
0.437,0.552,0.0
0.447,0.562,0.0
0.443,0.56,0.0
0.451,0.57,0.0
0.452,0.566,0.0
0.464,0.571,0.0
0.479,0.587,1.0
0.476,0.589,0.0
0.474,0.595,0.0
0.487,0.596,0.0
0.487,0.612,0.0
0.495,0.629,0.0
0.491,0.631,1.0
0.482,0.602,0.0
0.48,0.603,0.0
0.496,0.609,0.0
0.499,0.621,1.0
0.506,0.617,1.0
0.491,0.624,1.0
0.476,0.632,1.0
0.491,0.64,1.0
0.509,0.64,1.0
0.503,0.636,1.0
0.506,0.639,1.0
0.487,0.63,1.0
0.496,0.638,1.0
0.502,0.635,1.0
0.507,0.652,2.0
0.494,0.633,2.0
0.498,0.63,1.0
0.5,0.627,1.0
0.51,0.617,1.0
0.511,0.625,1.0
0.505,0.615,1.0
0.486,0.61,0.0
0.488,0.604,0.0
0.49,0.611,0.0
0.487,0.608,0.0
0.485,0.599,0.0
0.472,0.605,0.0
0.479,0.606,1.0
0.483,0.626,1.0
0.484,0.633,1.0
0.495,0.633,0.0
0.51,0.624,0.0
0.502,0.655,0.0
0.494,0.656,1.0
0.521,0.641,0.0
0.494,0.643,0.0
0.503,0.641,1.0
0.519,0.638,1.0
0.503,0.627,1.0
0.494,0.639,1.0
0.499,0.627,1.0
0.494,0.615,1.0
0.499,0.619,1.0
0.514,0.615,0.0
0.507,0.623,0.0
0.503,0.623,0.0
0.506,0.624,1.0
0.502,0.618,1.0
0.498,0.623,0.0
0.512,0.635,0.0
0.509,0.633,0.0
0.486,0.624,0.0
0.498,0.615,0.0
0.507,0.628,0.0
0.499,0.611,1.0
0.497,0.625,0.0
0.509,0.627,0.0
0.49,0.631,1.0
0.487,0.626,1.0
0.508,0.636,1.0
0.498,0.63,1.0
0.487,0.62,0.0
0.497,0.633,1.0
0.496,0.636,0.0
0.497,0.621,0.0
0.498,0.619,0.0
0.487,0.609,1.0
0.475,0.613,1.0
0.5,0.608,0.0
0.484,0.605,0.0
0.483,0.608,1.0
0.492,0.615,0.0
