message_dispatcher,metric_insertion,status_metric_extraction
0.487,0.608,1.0
0.488,0.608,2.0
0.491,0.622,1.0
0.491,0.619,2.0
0.488,0.63,1.0
0.493,0.632,1.0
0.498,0.636,2.0
0.529,0.612,2.0
0.505,0.635,1.0
0.485,0.638,2.0
0.489,0.643,2.0
0.489,0.638,2.0
0.495,0.614,2.0
0.486,0.607,2.0
0.477,0.617,1.0
0.453,0.608,0.0
0.442,0.602,0.0
0.447,0.59,0.0
0.44,0.572,0.0
0.455,0.572,0.0
0.457,0.578,0.0
0.448,0.591,0.0
0.448,0.591,0.0
0.44,0.586,0.0
0.437,0.589,1.0
0.437,0.606,0.0
0.444,0.598,1.0
0.438,0.587,1.0
0.445,0.6,1.0
0.433,0.591,1.0
0.44,0.603,1.0
0.442,0.605,1.0
0.436,0.59,1.0
0.444,0.592,0.0
0.437,0.618,1.0
0.437,0.627,0.0
0.435,0.608,0.0
0.447,0.609,0.0
0.446,0.631,0.0
0.435,0.634,1.0
0.435,0.63,0.0
0.442,0.631,0.0
0.447,0.63,0.0
0.466,0.622,0.0
0.469,0.614,1.0
0.47,0.6,1.0
0.466,0.596,1.0
0.461,0.6,1.0
0.455,0.6,1.0
0.471,0.603,1.0
0.489,0.586,1.0
0.478,0.593,1.0
0.481,0.597,1.0
0.488,0.598,1.0
0.496,0.603,1.0
0.485,0.591,1.0
0.482,0.581,1.0
0.48,0.591,1.0
0.468,0.569,1.0
0.464,0.574,1.0
0.483,0.592,1.0
0.467,0.587,1.0
0.459,0.604,2.0
0.441,0.608,2.0
0.446,0.58,1.0
0.448,0.573,1.0
0.452,0.557,1.0
0.442,0.561,1.0
0.441,0.561,1.0
0.437,0.57,1.0
0.442,0.569,1.0
0.461,0.557,1.0
0.448,0.556,1.0
0.451,0.557,0.0
0.451,0.559,0.0
0.454,0.56,0.0
0.456,0.561,1.0
0.459,0.566,1.0
0.461,0.554,1.0
0.457,0.562,2.0
0.461,0.57,2.0
0.488,0.585,2.0
0.492,0.594,2.0
0.484,0.619,2.0
0.501,0.632,2.0
0.497,0.628,2.0
0.525,0.646,2.0
0.537,0.647,2.0
0.547,0.663,2.0
0.557,0.663,2.0
0.552,0.669,2.0
0.546,0.692,2.0
0.534,0.682,2.0
0.55,0.694,2.0
0.548,0.717,2.0
0.562,0.711,2.0
0.583,0.727,2.0
0.576,0.72,2.0
0.567,0.742,2.0
0.572,0.759,2.0
0.594,0.784,2.0
0.585,0.791,2.0
0.575,0.715,2.0
0.548,0.698,2.0
0.54,0.672,2.0
0.552,0.685,2.0
0.522,0.664,2.0
0.509,0.654,2.0
0.474,0.634,2.0
0.478,0.624,2.0
0.469,0.617,1.0
0.452,0.607,2.0
0.449,0.603,2.0
0.45,0.603,1.0
0.454,0.623,1.0
0.468,0.625,1.0
0.487,0.633,1.0
0.487,0.634,1.0
0.461,0.618,2.0
0.466,0.628,1.0
0.465,0.597,1.0
0.462,0.58,1.0
0.48,0.598,1.0
0.478,0.593,1.0
0.469,0.583,1.0
0.459,0.583,1.0
0.475,0.588,1.0
0.486,0.575,1.0
0.476,0.573,1.0
0.471,0.568,1.0
0.483,0.588,1.0
0.446,0.588,1.0
0.449,0.58,1.0
0.452,0.572,1.0
0.46,0.57,0.0
0.445,0.575,1.0
0.434,0.579,1.0
0.441,0.595,1.0
0.447,0.6,1.0
0.447,0.599,0.0
0.437,0.58,0.0
0.441,0.574,1.0
0.465,0.575,0.0
0.458,0.574,1.0
0.444,0.592,1.0
0.431,0.595,1.0
0.438,0.581,1.0
0.451,0.576,1.0
0.445,0.57,0.0
0.439,0.58,1.0
0.432,0.582,0.0
0.438,0.586,0.0
0.436,0.584,1.0
0.438,0.589,1.0
0.433,0.596,0.0
0.434,0.587,0.0
0.43,0.599,0.0
0.421,0.601,1.0
0.417,0.608,1.0
0.42,0.599,1.0
0.423,0.604,1.0
0.449,0.585,1.0
0.444,0.601,1.0
0.433,0.585,1.0
0.432,0.58,1.0
0.431,0.594,1.0
0.432,0.588,1.0
0.431,0.588,1.0
0.427,0.592,1.0
0.434,0.608,1.0
0.423,0.601,2.0
0.434,0.594,1.0
0.434,0.579,1.0
0.417,0.57,1.0
0.419,0.561,1.0
0.418,0.564,1.0
0.425,0.585,0.0
0.397,0.572,0.0
0.406,0.554,0.0
0.402,0.545,0.0
0.411,0.554,0.0
0.404,0.549,0.0
0.405,0.546,0.0
0.401,0.536,0.0
0.4,0.541,0.0
0.395,0.533,0.0
0.402,0.547,0.0
0.414,0.533,0.0
0.413,0.537,0.0
0.408,0.563,0.0
0.418,0.54,0.0
0.406,0.566,0.0
0.422,0.558,1.0
0.422,0.542,0.0
0.414,0.537,0.0
0.406,0.53,0.0
0.399,0.519,1.0
0.398,0.518,1.0
0.383,0.514,1.0
0.373,0.51,0.0
0.374,0.515,0.0
0.366,0.534,0.0
0.368,0.519,0.0
0.381,0.52,0.0
0.391,0.509,0.0
0.388,0.518,1.0
0.394,0.533,1.0
0.397,0.535,1.0
0.402,0.547,0.0
0.409,0.555,0.0
0.416,0.553,0.0
0.424,0.58,0.0
0.419,0.551,0.0
0.429,0.552,1.0
0.446,0.554,1.0
0.438,0.566,1.0
0.436,0.569,1.0
0.453,0.567,1.0
0.457,0.575,1.0
0.465,0.575,1.0
0.468,0.586,1.0
0.471,0.582,1.0
0.486,0.582,1.0
0.481,0.577,1.0
0.456,0.555,0.0
0.454,0.543,0.0
0.431,0.534,0.0
0.413,0.513,0.0
0.397,0.51,0.0
0.393,0.497,0.0
0.392,0.491,0.0
0.383,0.489,0.0
0.393,0.493,0.0
0.394,0.488,0.0
0.398,0.492,0.0
0.382,0.498,0.0
0.375,0.493,0.0
0.369,0.497,0.0
0.367,0.504,0.0
0.379,0.504,0.0
0.397,0.486,0.0
0.388,0.482,0.0
0.368,0.481,0.0
0.362,0.512,0.0
0.37,0.502,0.0
0.374,0.525,0.0
0.38,0.531,0.0
0.394,0.534,0.0
0.434,0.554,0.0
0.449,0.56,0.0
0.454,0.589,1.0
0.455,0.587,1.0
0.448,0.574,1.0
0.445,0.573,1.0
0.44,0.57,1.0
0.438,0.578,1.0
0.433,0.571,1.0
0.42,0.562,0.0
0.393,0.536,0.0
0.389,0.527,0.0
0.384,0.513,0.0
0.368,0.516,0.0
0.376,0.504,0.0
0.377,0.502,0.0
0.375,0.493,0.0
0.378,0.498,0.0
0.364,0.507,0.0
0.37,0.497,0.0
0.369,0.506,0.0
0.372,0.5,0.0
0.379,0.498,0.0
0.389,0.513,0.0
0.384,0.509,0.0
0.387,0.518,0.0
0.379,0.507,0.0
0.379,0.505,0.0
0.372,0.521,0.0
0.369,0.512,0.0
0.371,0.508,0.0
0.383,0.509,0.0
0.375,0.518,0.0
0.37,0.505,0.0
0.363,0.507,0.0
0.366,0.5,0.0
0.368,0.501,0.0
0.378,0.495,0.0
0.368,0.483,0.0
0.365,0.49,0.0
0.371,0.483,0.0
0.372,0.486,0.0
0.371,0.488,0.0
0.37,0.487,0.0
0.377,0.499,0.0
0.376,0.488,0.0
0.384,0.506,0.0
0.396,0.496,0.0
0.396,0.509,0.0
0.394,0.517,0.0
0.401,0.531,0.0
0.398,0.537,0.0
0.4,0.552,0.0
0.404,0.564,0.0
0.41,0.567,0.0
0.406,0.557,0.0
0.402,0.556,0.0
0.386,0.538,0.0
0.382,0.52,0.0
0.379,0.51,0.0
0.364,0.503,0.0
0.364,0.525,0.0
0.362,0.499,0.0
0.362,0.494,0.0
0.349,0.499,0.0
