message_dispatcher,metric_insertion,status_metric_extraction
0.501,0.602,1.0
0.485,0.612,1.0
0.464,0.59,1.0
0.472,0.612,0.0
0.481,0.617,0.0
0.482,0.618,0.0
0.488,0.604,0.0
0.484,0.616,0.0
0.5,0.626,0.0
0.497,0.608,0.0
0.491,0.591,0.0
0.462,0.589,0.0
0.453,0.581,0.0
0.446,0.577,0.0
0.442,0.561,0.0
0.424,0.553,0.0
0.412,0.546,0.0
0.402,0.534,0.0
0.388,0.527,0.0
0.388,0.517,0.0
0.376,0.515,0.0
0.39,0.555,0.0
0.401,0.543,0.0
0.404,0.545,0.0
0.403,0.529,0.0
0.389,0.526,0.0
0.407,0.541,0.0
0.401,0.537,0.0
0.389,0.523,0.0
0.405,0.539,0.0
0.397,0.537,0.0
0.386,0.529,0.0
0.381,0.511,0.0
0.383,0.509,0.0
0.393,0.509,0.0
0.395,0.507,0.0
0.394,0.505,0.0
0.394,0.525,0.0
0.391,0.519,0.0
0.398,0.526,0.0
0.41,0.505,0.0
0.41,0.506,0.0
0.415,0.511,0.0
0.395,0.51,0.0
0.387,0.494,0.0
0.382,0.497,0.0
0.382,0.496,0.0
0.384,0.496,0.0
0.393,0.493,0.0
0.386,0.508,0.0
0.392,0.489,0.0
0.398,0.49,0.0
0.425,0.493,0.0
0.401,0.497,0.0
0.396,0.483,0.0
0.375,0.487,0.0
0.386,0.49,0.0
0.39,0.502,0.0
0.372,0.503,0.0
0.37,0.501,0.0
0.372,0.507,0.0
0.377,0.494,0.0
0.371,0.499,0.0
0.38,0.509,0.0
0.378,0.522,0.0
0.376,0.505,0.0
0.374,0.494,0.0
0.362,0.488,0.0
0.361,0.493,0.0
0.363,0.484,0.0
0.372,0.493,0.0
0.377,0.505,0.0
0.375,0.5,0.0
0.37,0.502,0.0
0.379,0.513,0.0
0.372,0.522,0.0
0.375,0.54,0.0
0.364,0.536,0.0
0.36,0.524,0.0
0.369,0.514,0.0
0.366,0.508,0.0
0.369,0.505,0.0
0.377,0.508,0.0
0.395,0.504,0.0
0.389,0.499,0.0
0.382,0.504,0.0
0.392,0.511,0.0
0.393,0.531,0.0
0.392,0.517,0.0
0.383,0.504,0.0
0.383,0.505,0.0
0.395,0.501,0.0
0.395,0.514,0.0
0.401,0.499,0.0
0.383,0.512,0.0
0.388,0.516,0.0
0.379,0.517,0.0
0.389,0.497,0.0
0.383,0.506,0.0
0.382,0.52,0.0
0.393,0.518,0.0
0.392,0.512,0.0
0.381,0.494,0.0
0.379,0.498,0.0
0.371,0.506,0.0
0.365,0.508,0.0
0.367,0.506,0.0
0.381,0.499,0.0
0.379,0.498,0.0
0.374,0.505,0.0
0.369,0.494,0.0
0.365,0.502,0.0
0.37,0.496,0.0
0.375,0.497,0.0
0.356,0.499,0.0
0.358,0.505,0.0
0.366,0.496,0.0
0.364,0.486,0.0
0.367,0.496,0.0
0.37,0.493,0.0
0.376,0.508,0.0
0.374,0.506,0.0
0.369,0.492,0.0
0.366,0.497,0.0
0.364,0.503,0.0
0.366,0.512,0.0
0.376,0.51,0.0
0.381,0.505,0.0
0.379,0.506,0.0
0.379,0.507,0.0
0.375,0.513,0.0
0.377,0.519,0.0
0.39,0.52,0.0
0.394,0.535,0.0
0.394,0.53,0.0
0.393,0.521,0.0
0.379,0.494,0.0
0.372,0.499,0.0
0.382,0.508,0.0
0.374,0.509,0.0
0.376,0.522,0.0
0.376,0.535,0.0
0.374,0.514,0.0
0.388,0.523,0.0
0.387,0.519,0.0
0.386,0.51,0.0
0.386,0.506,0.0
0.388,0.504,0.0
0.411,0.509,0.0
0.419,0.501,0.0
0.403,0.501,0.0
0.396,0.499,0.0
0.402,0.505,0.0
0.395,0.501,0.0
0.389,0.53,0.0
0.369,0.542,0.0
0.371,0.549,0.0
0.372,0.537,0.0
0.36,0.524,0.0
0.382,0.528,0.0
0.374,0.513,0.0
0.381,0.517,0.0
0.384,0.504,0.0
0.375,0.51,0.0
0.381,0.519,0.0
0.393,0.501,0.0
0.389,0.497,0.0
0.371,0.506,0.0
0.365,0.509,0.0
0.369,0.525,0.0
0.376,0.521,0.0
0.375,0.519,0.0
0.388,0.512,0.0
0.389,0.51,0.0
0.393,0.505,0.0
0.398,0.5,0.0
0.383,0.501,0.0
0.383,0.492,0.0
0.391,0.49,0.0
0.398,0.494,0.0
0.393,0.499,0.0
0.383,0.496,0.0
0.387,0.498,0.0
0.379,0.492,0.0
0.38,0.502,0.0
0.371,0.5,0.0
0.371,0.492,0.0
0.378,0.504,0.0
0.363,0.495,0.0
0.37,0.53,0.0
0.395,0.528,0.0
0.392,0.532,0.0
0.384,0.527,0.0
0.394,0.528,0.0
0.38,0.533,0.0
0.374,0.526,0.0
0.375,0.535,0.0
0.39,0.524,0.0
0.385,0.532,0.0
0.384,0.528,0.0
0.37,0.519,0.0
0.381,0.504,0.0
0.378,0.51,0.0
0.366,0.506,0.0
0.372,0.49,0.0
0.377,0.506,0.0
0.376,0.497,0.0
0.39,0.501,0.0
0.375,0.503,0.0
0.367,0.503,0.0
0.374,0.519,0.0
0.368,0.523,0.0
0.375,0.517,0.0
0.373,0.518,0.0
0.378,0.51,0.0
0.359,0.523,0.0
0.369,0.521,0.0
0.372,0.535,0.0
0.366,0.523,0.0
0.38,0.541,0.0
0.376,0.5,0.0
0.369,0.504,0.0
0.364,0.499,0.0
0.38,0.504,0.0
0.378,0.519,0.0
0.387,0.497,0.0
0.385,0.485,0.0
0.383,0.487,0.0
0.384,0.498,0.0
0.391,0.508,0.0
0.378,0.518,0.0
0.375,0.517,0.0
0.374,0.504,0.0
0.361,0.502,0.0
0.364,0.51,0.0
0.375,0.508,0.0
0.376,0.504,0.0
0.365,0.5,0.0
0.366,0.52,0.0
0.365,0.5,0.0
0.377,0.503,0.0
0.391,0.508,0.0
0.397,0.514,0.0
0.399,0.511,0.0
0.395,0.532,0.0
0.399,0.58,0.0
0.402,0.586,0.0
0.396,0.592,0.0
0.398,0.591,0.0
0.403,0.587,0.0
0.417,0.589,0.0
0.415,0.594,0.0
0.417,0.57,0.0
0.409,0.562,0.0
0.41,0.556,0.0
0.41,0.535,0.0
0.413,0.54,0.0
0.419,0.559,0.0
0.421,0.557,0.0
0.413,0.535,0.0
0.4,0.535,0.0
0.381,0.524,0.0
0.379,0.512,0.0
0.378,0.524,0.0
0.388,0.505,0.0
0.385,0.524,0.0
0.378,0.506,0.0
0.374,0.496,0.0
0.37,0.505,0.0
0.38,0.514,0.0
0.387,0.519,0.0
0.384,0.511,0.0
0.383,0.508,0.0
0.384,0.516,0.0
0.38,0.509,0.0
0.37,0.508,0.0
0.373,0.513,0.0
0.387,0.506,0.0
0.384,0.512,0.0
0.389,0.522,0.0
0.399,0.516,0.0
0.401,0.505,0.0
0.398,0.514,0.0
0.399,0.515,0.0
0.391,0.518,0.0
