group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.277,0.48,0.287
0.285,0.476,0.28
0.29,0.465,0.275
0.293,0.465,0.274
0.291,0.444,0.27
0.29,0.421,0.277
0.283,0.413,0.274
0.289,0.419,0.284
0.28,0.429,0.281
0.273,0.4,0.284
0.275,0.398,0.287
0.271,0.396,0.278
0.269,0.407,0.292
0.279,0.413,0.287
0.286,0.416,0.273
0.281,0.413,0.276
0.272,0.417,0.284
0.287,0.412,0.303
0.289,0.419,0.291
0.289,0.403,0.294
0.286,0.414,0.282
0.279,0.419,0.286
0.272,0.415,0.293
0.272,0.414,0.285
0.269,0.424,0.283
0.269,0.431,0.29
0.282,0.429,0.3
0.279,0.424,0.307
0.276,0.427,0.285
0.27,0.419,0.282
0.271,0.434,0.28
0.27,0.434,0.275
0.267,0.432,0.271
0.264,0.438,0.287
0.27,0.432,0.295
0.276,0.43,0.305
0.292,0.434,0.312
0.274,0.43,0.299
0.281,0.46,0.29
0.274,0.462,0.29
0.281,0.453,0.289
0.273,0.445,0.288
0.273,0.451,0.284
0.27,0.45,0.291
0.267,0.451,0.277
0.277,0.459,0.279
0.268,0.464,0.27
0.277,0.476,0.274
0.278,0.477,0.273
0.273,0.459,0.279
0.27,0.464,0.281
0.28,0.467,0.283
0.276,0.459,0.284
0.284,0.444,0.29
0.287,0.442,0.304
0.291,0.451,0.314
0.292,0.443,0.313
0.292,0.443,0.315
0.289,0.449,0.305
0.297,0.454,0.289
0.311,0.44,0.287
0.299,0.445,0.294
0.288,0.463,0.293
0.298,0.47,0.293
0.286,0.476,0.294
0.294,0.471,0.297
0.291,0.468,0.306
0.289,0.465,0.293
0.291,0.464,0.294
0.296,0.459,0.292
0.295,0.467,0.292
0.288,0.467,0.294
0.293,0.463,0.308
0.291,0.462,0.32
0.287,0.451,0.315
0.281,0.449,0.31
0.293,0.448,0.303
0.301,0.46,0.291
0.304,0.447,0.285
0.301,0.44,0.285
0.295,0.444,0.295
0.293,0.445,0.289
0.293,0.434,0.289
0.285,0.44,0.276
0.295,0.454,0.281
0.303,0.448,0.284
0.297,0.457,0.28
0.304,0.443,0.287
0.308,0.434,0.271
0.294,0.43,0.278
0.283,0.433,0.276
0.283,0.425,0.281
0.295,0.431,0.28
0.286,0.436,0.268
0.291,0.427,0.268
0.281,0.423,0.278
0.281,0.416,0.292
0.274,0.412,0.308
0.272,0.42,0.311
0.274,0.424,0.305
0.268,0.429,0.307
0.271,0.442,0.304
0.265,0.431,0.318
0.261,0.424,0.316
0.268,0.424,0.311
0.269,0.427,0.308
0.26,0.437,0.306
0.262,0.438,0.287
0.267,0.448,0.293
0.273,0.445,0.293
0.269,0.446,0.291
0.271,0.446,0.303
0.26,0.452,0.289
0.264,0.459,0.286
0.26,0.458,0.28
0.266,0.455,0.288
0.272,0.436,0.287
0.267,0.437,0.287
0.272,0.426,0.295
0.272,0.431,0.298
0.27,0.432,0.306
0.282,0.437,0.317
0.293,0.442,0.314
0.292,0.436,0.308
0.289,0.438,0.301
0.293,0.456,0.303
0.292,0.452,0.299
0.282,0.465,0.278
0.284,0.456,0.282
0.282,0.463,0.279
0.277,0.459,0.282
0.281,0.449,0.281
0.273,0.44,0.28
0.279,0.442,0.271
0.277,0.446,0.273
0.275,0.433,0.277
0.265,0.422,0.285
0.278,0.417,0.278
0.268,0.422,0.283
0.266,0.424,0.276
0.271,0.418,0.275
0.303,0.422,0.269
0.301,0.423,0.271
0.286,0.42,0.27
0.292,0.428,0.279
0.289,0.43,0.277
0.286,0.43,0.285
0.289,0.449,0.29
0.3,0.457,0.302
0.302,0.443,0.292
0.296,0.455,0.275
0.28,0.45,0.276
0.26,0.445,0.275
0.263,0.447,0.281
0.264,0.44,0.292
0.261,0.442,0.293
0.257,0.436,0.285
0.262,0.443,0.292
0.257,0.43,0.272
0.263,0.427,0.264
0.265,0.437,0.268
0.261,0.431,0.274
0.265,0.438,0.277
0.291,0.431,0.28
0.296,0.436,0.282
0.297,0.433,0.283
0.292,0.431,0.281
0.286,0.428,0.288
0.288,0.417,0.288
0.281,0.415,0.293
0.274,0.407,0.298
0.28,0.417,0.3
0.28,0.416,0.296
0.27,0.412,0.281
0.265,0.411,0.284
0.27,0.415,0.276
0.273,0.413,0.284
0.283,0.414,0.285
0.281,0.417,0.289
0.285,0.422,0.288
0.3,0.43,0.282
0.304,0.432,0.292
0.315,0.421,0.284
0.306,0.429,0.292
0.303,0.439,0.295
0.296,0.443,0.293
0.296,0.425,0.288
0.289,0.428,0.285
0.286,0.418,0.283
0.278,0.426,0.281
0.275,0.448,0.27
0.269,0.443,0.276
0.269,0.444,0.281
0.285,0.458,0.274
0.282,0.452,0.278
0.278,0.442,0.274
0.276,0.447,0.277
0.277,0.454,0.277
0.263,0.448,0.276
0.266,0.442,0.276
0.268,0.431,0.279
0.272,0.436,0.276
0.284,0.46,0.29
0.281,0.45,0.297
0.297,0.452,0.29
0.293,0.459,0.285
0.289,0.46,0.279
0.285,0.462,0.284
0.279,0.462,0.294
0.281,0.457,0.288
0.287,0.444,0.283
0.288,0.441,0.28
0.294,0.426,0.275
0.286,0.419,0.28
0.296,0.404,0.275
0.298,0.401,0.272
0.294,0.402,0.272
0.29,0.413,0.273
0.294,0.415,0.27
0.287,0.429,0.272
0.292,0.44,0.262
0.274,0.436,0.271
0.28,0.441,0.272
0.274,0.442,0.272
0.275,0.454,0.278
0.27,0.446,0.277
0.269,0.44,0.274
0.265,0.434,0.269
0.28,0.423,0.279
0.277,0.419,0.282
0.279,0.402,0.286
0.273,0.405,0.285
0.279,0.4,0.281
0.276,0.399,0.287
0.277,0.393,0.277
0.267,0.392,0.266
0.27,0.409,0.272
0.273,0.411,0.283
0.263,0.407,0.283
0.266,0.413,0.271
0.267,0.407,0.277
0.266,0.408,0.274
0.273,0.398,0.275
0.269,0.401,0.278
0.279,0.401,0.28
0.278,0.384,0.281
0.278,0.382,0.28
0.284,0.377,0.293
0.29,0.386,0.287
0.29,0.401,0.283
0.279,0.408,0.29
0.276,0.415,0.285
0.283,0.428,0.289
0.286,0.431,0.286
0.281,0.433,0.292
0.276,0.444,0.294
0.274,0.438,0.281
0.278,0.44,0.282
0.279,0.423,0.277
0.279,0.409,0.276
0.277,0.407,0.274
0.27,0.413,0.274
0.273,0.401,0.276
0.271,0.411,0.28
0.274,0.414,0.276
0.275,0.414,0.282
0.276,0.407,0.283
0.285,0.408,0.279
0.279,0.412,0.278
0.289,0.415,0.277
0.278,0.408,0.296
0.281,0.408,0.306
0.295,0.406,0.271
0.292,0.394,0.275
0.293,0.385,0.267
0.282,0.391,0.268
0.276,0.4,0.274
0.273,0.407,0.268
0.281,0.408,0.271
0.26,0.408,0.271
0.256,0.425,0.28
0.263,0.424,0.277
0.276,0.427,0.28
0.279,0.44,0.29
0.281,0.452,0.3
0.279,0.449,0.293
0.292,0.441,0.292
0.294,0.43,0.298
