group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.295,0.446,0.288
0.292,0.442,0.294
0.296,0.443,0.293
0.306,0.448,0.294
0.316,0.444,0.298
0.319,0.441,0.323
0.319,0.455,0.329
0.313,0.468,0.316
0.316,0.484,0.309
0.307,0.489,0.309
0.309,0.478,0.317
0.307,0.482,0.317
0.304,0.476,0.327
0.297,0.498,0.321
0.301,0.495,0.319
0.303,0.488,0.312
0.313,0.485,0.325
0.318,0.482,0.329
0.315,0.463,0.335
0.304,0.451,0.335
0.313,0.45,0.336
0.314,0.448,0.331
0.332,0.453,0.35
0.332,0.448,0.343
0.331,0.439,0.34
0.321,0.444,0.344
0.334,0.43,0.344
0.323,0.441,0.356
0.327,0.44,0.356
0.336,0.442,0.347
0.32,0.458,0.342
0.329,0.467,0.339
0.325,0.463,0.336
0.34,0.466,0.333
0.329,0.468,0.317
0.315,0.459,0.318
0.323,0.461,0.322
0.327,0.449,0.316
0.331,0.443,0.313
0.339,0.447,0.319
0.326,0.433,0.328
0.33,0.444,0.34
0.331,0.451,0.331
0.325,0.448,0.318
0.329,0.46,0.316
0.324,0.456,0.323
0.336,0.473,0.326
0.338,0.466,0.323
0.335,0.459,0.319
0.326,0.456,0.341
0.336,0.46,0.348
0.33,0.456,0.331
0.334,0.462,0.341
0.322,0.463,0.338
0.32,0.467,0.327
0.318,0.463,0.325
0.319,0.449,0.312
0.31,0.465,0.303
0.304,0.473,0.307
0.307,0.475,0.328
0.307,0.478,0.327
0.311,0.498,0.311
0.313,0.496,0.312
0.323,0.499,0.313
0.32,0.485,0.315
0.326,0.486,0.318
0.317,0.477,0.319
0.309,0.475,0.325
0.316,0.47,0.322
0.32,0.461,0.32
0.333,0.47,0.333
0.319,0.472,0.324
0.318,0.453,0.341
0.314,0.454,0.332
0.309,0.468,0.316
0.327,0.473,0.329
0.31,0.471,0.312
0.317,0.475,0.313
0.316,0.483,0.317
0.318,0.502,0.325
0.317,0.506,0.336
0.317,0.496,0.316
0.32,0.488,0.314
0.321,0.49,0.324
0.343,0.492,0.318
0.348,0.481,0.314
0.349,0.469,0.321
0.347,0.469,0.313
0.351,0.463,0.318
0.34,0.444,0.333
0.328,0.453,0.332
0.333,0.45,0.316
0.345,0.452,0.319
0.34,0.466,0.322
0.326,0.472,0.328
0.332,0.473,0.322
0.335,0.492,0.334
0.33,0.501,0.334
0.333,0.513,0.329
0.327,0.519,0.341
0.318,0.514,0.335
0.309,0.52,0.333
0.321,0.526,0.326
0.329,0.518,0.317
0.324,0.496,0.318
0.333,0.484,0.311
0.324,0.461,0.303
0.304,0.462,0.303
0.295,0.445,0.307
0.308,0.455,0.295
0.291,0.446,0.307
0.293,0.436,0.292
0.295,0.453,0.293
0.298,0.449,0.3
0.301,0.443,0.292
0.297,0.441,0.289
0.318,0.444,0.287
0.297,0.436,0.292
0.299,0.448,0.297
0.301,0.44,0.303
0.295,0.44,0.306
0.291,0.446,0.304
0.286,0.422,0.304
0.285,0.412,0.295
0.283,0.424,0.294
0.29,0.425,0.288
0.298,0.439,0.298
0.306,0.449,0.301
0.313,0.43,0.296
0.324,0.439,0.291
0.305,0.445,0.296
0.3,0.446,0.284
0.299,0.437,0.295
0.299,0.438,0.293
0.299,0.443,0.298
0.302,0.44,0.304
0.293,0.435,0.294
0.296,0.433,0.293
0.295,0.438,0.283
0.299,0.435,0.282
0.304,0.429,0.288
0.309,0.424,0.292
0.296,0.426,0.298
0.297,0.44,0.3
0.293,0.45,0.306
0.308,0.447,0.302
0.3,0.454,0.301
0.29,0.446,0.316
0.299,0.456,0.33
0.299,0.459,0.327
0.307,0.474,0.304
0.312,0.477,0.309
0.313,0.473,0.304
0.305,0.472,0.316
0.313,0.466,0.304
0.311,0.458,0.315
0.312,0.461,0.329
0.309,0.453,0.312
0.31,0.465,0.321
0.307,0.445,0.321
0.325,0.423,0.342
0.329,0.437,0.356
0.338,0.456,0.356
0.336,0.468,0.36
