message_dispatcher,metric_insertion,status_metric_extraction
1.021,0.981,0.293
1.028,0.97,0.29
1.033,0.974,0.29
1.012,0.968,0.281
1.019,0.955,0.305
1.018,0.95,0.302
1.013,0.914,0.302
1.041,0.92,0.302
1.027,0.912,0.291
1.016,0.918,0.29
1.007,0.911,0.297
1.0,0.938,0.308
0.97,0.94,0.3
0.963,0.969,0.295
0.957,0.99,0.298
0.96,0.993,0.299
0.965,0.991,0.294
0.954,0.999,0.294
0.945,0.988,0.294
0.955,0.991,0.288
0.969,0.97,0.305
0.967,1.008,0.308
0.965,1.011,0.294
0.979,1.012,0.289
1.001,1.013,0.284
0.986,1.009,0.296
0.994,1.003,0.286
0.994,1.005,0.282
1.007,1.016,0.289
1.004,1.016,0.302
1.001,1.033,0.308
0.998,1.042,0.303
1.003,1.0,0.295
1.009,0.972,0.294
0.995,0.965,0.302
1.016,0.963,0.309
1.027,0.938,0.312
1.029,0.956,0.311
1.035,0.962,0.304
1.038,0.98,0.315
1.034,0.966,0.31
1.069,0.966,0.308
1.061,0.953,0.308
1.039,0.994,0.313
1.027,1.006,0.313
1.041,1.014,0.301
1.044,1.034,0.316
1.063,1.034,0.302
1.043,1.013,0.309
1.023,0.998,0.311
1.059,0.985,0.299
1.024,0.975,0.297
1.013,0.971,0.305
1.059,0.978,0.3
1.067,0.958,0.295
1.039,0.976,0.296
1.034,0.995,0.293
1.007,1.001,0.298
1.005,1.007,0.298
1.018,1.001,0.298
1.013,1.008,0.295
0.987,1.041,0.297
0.987,1.052,0.294
0.971,1.039,0.294
0.981,1.048,0.298
0.988,1.03,0.292
0.994,1.012,0.281
1.0,1.013,0.284
0.998,1.007,0.272
0.988,0.999,0.271
1.021,0.977,0.279
1.025,0.968,0.28
1.027,0.954,0.279
1.042,0.955,0.288
1.03,0.941,0.284
1.025,0.94,0.284
1.023,0.926,0.285
1.015,0.93,0.279
1.016,0.934,0.279
1.034,0.961,0.28
1.004,0.969,0.272
1.005,0.983,0.283
1.007,0.997,0.306
0.993,0.982,0.311
0.998,0.984,0.306
0.986,0.984,0.305
0.968,0.994,0.299
0.983,1.012,0.296
0.986,0.995,0.291
0.997,0.981,0.291
0.981,0.968,0.289
0.993,0.985,0.29
0.992,0.99,0.292
0.993,1.0,0.294
1.005,0.997,0.285
1.014,0.996,0.287
1.042,1.004,0.292
1.046,0.979,0.298
1.04,0.98,0.285
1.052,1.007,0.293
1.035,1.017,0.291
1.026,0.983,0.294
1.024,0.961,0.291
1.025,0.963,0.296
