timestamp,memory_usage_Portal,cpu_usage_Portal,Physical_Memory_prct_used_Portal,cpu_prct_used_Portal,0_C_read_Portal,memory_usage_VDI,cpu_usage_VDI,Physical_Memory_prct_used_VDI,cpu_prct_used_VDI,0_C_read_VDI,Chargement_portail,Chargement_IE,Default_Transaction
2023-04-06 15:00:00,1.2,0.0,52.0,1.75,0.0,2.3,0.0,62.0,3.5,0.0,1.712,16.958,58.91
2023-04-06 15:05:00,1.2,0.0,52.0,2.0,0.0,2.3,0.0,62.0,3.5,0.0,1.712,16.958,58.91
2023-04-06 15:10:00,1.2,0.0,51.0,2.0,0.0,2.3,0.0,62.0,3.0,0.0,1.712,16.958,58.91
2023-04-06 15:15:00,1.2,0.0,51.0,2.25,0.0,2.3,0.0,62.0,3.0,0.0,1.712,16.958,58.91
2023-04-06 15:20:00,1.2,0.0,52.0,1.75,0.0,2.3,0.0,62.0,3.0,0.0,1.712,16.958,58.91
2023-04-06 15:25:00,1.2,0.0,51.0,2.75,0.0,2.3,0.0,62.0,3.5,0.0,1.712,16.958,58.91
2023-04-06 15:30:00,1.2,0.0,52.0,1.75,0.0,2.3,0.0,62.0,3.0,0.0,1.712,16.958,58.91
2023-04-06 15:35:00,1.2,0.0,52.0,2.0,0.0,2.3,0.0,62.0,4.0,0.0,1.712,16.958,58.91
2023-04-06 15:40:00,1.2,0.0,51.0,2.25,0.0,2.3,0.0,62.0,3.0,0.0,1.712,16.958,58.91
2023-04-06 15:45:00,1.2,0.0,52.0,2.5,0.0,2.3,0.0,62.0,3.0,0.0,1.712,16.958,58.91
2023-04-06 15:50:00,1.2,0.0,51.0,1.75,0.0,2.3,0.0,62.0,2.5,0.0,1.712,16.958,58.91
2023-04-06 15:55:00,1.2,0.0,52.0,3.0,0.0,2.3,0.0,62.0,5.0,0.0,1.712,16.958,58.91
2023-04-06 16:00:00,1.2,0.0,52.0,1.75,0.0,2.3,0.0,62.0,1.5,0.0,1.712,16.958,58.91
2023-04-06 16:05:00,1.2,1.0,52.0,1.75,0.0,2.3,0.0,62.0,3.0,0.0,1.712,16.958,58.91
2023-04-06 16:10:00,1.2,0.0,52.0,3.0,0.0,2.4,1.0,63.0,2.0,0.0,1.712,16.958,58.91
2023-04-06 16:15:00,1.2,0.0,52.0,2.75,0.0,2.4,0.0,60.0,2.0,0.0,2.123,23.6105,71.8555
2023-04-06 16:20:00,1.2,0.0,52.0,1.75,0.0,2.4,3.0,63.0,48.0,0.0,2.5340000000000003,30.263,84.801
2023-04-06 16:25:00,1.2,0.0,52.0,2.25,0.0,2.4,0.0,63.0,2.0,0.0,2.681,16.82,60.67
2023-04-06 16:30:00,1.2,0.0,52.0,1.75,0.0,2.4,0.0,63.0,2.5,0.0,2.757,19.626,62.056
2023-04-06 16:35:00,1.2,0.0,52.0,2.5,0.0,2.4,0.0,63.0,3.0,0.0,2.757,19.626,62.056
2023-04-06 16:40:00,1.2,0.0,51.0,1.75,0.0,2.4,0.0,63.0,2.0,0.0,2.697,15.826,58.176
2023-04-06 16:45:00,1.2,0.0,52.0,2.75,0.0,2.4,0.0,63.0,4.0,0.0,2.697,15.826,58.176
2023-04-06 16:50:00,1.2,0.0,52.0,2.0,0.0,2.4,0.0,63.0,2.0,0.0,2.697,15.826,58.176
2023-04-06 16:55:00,1.2,0.0,52.0,2.5,0.0,2.4,0.0,62.0,5.0,0.0,1.679,14.607,55.806
2023-04-06 17:00:00,1.2,0.0,52.0,3.0,0.0,2.4,0.0,62.0,1.5,0.0,2.803,15.667,58.264
2023-04-06 17:05:00,1.2,0.0,52.0,2.0,0.0,2.4,0.0,64.0,2.0,0.0,2.803,15.667,58.264
2023-04-06 17:10:00,1.2,0.0,51.0,2.25,0.0,2.4,0.0,61.0,2.5,0.0,1.644,11.697,52.857
2023-04-06 17:15:00,1.2,0.0,52.0,2.5,0.0,2.4,0.0,62.0,2.5,0.0,1.644,11.697,52.857
2023-04-06 17:20:00,1.2,0.0,52.0,2.25,0.0,2.4,0.0,61.0,1.0,0.0,1.644,11.697,52.857
2023-04-06 17:25:00,1.2,0.0,52.0,2.75,0.0,2.4,0.0,62.0,1.5,0.0,2.744,11.781,54.549
2023-04-06 17:30:00,1.2,0.0,52.0,1.25,0.0,2.4,0.0,61.0,2.5,0.0,2.7510000000000003,15.912,58.379
2023-04-06 17:35:00,1.2,0.0,52.0,2.75,0.0,2.4,0.0,62.0,2.0,0.0,2.7510000000000003,15.912,58.379
2023-04-06 17:40:00,1.2,0.0,52.0,2.25,0.0,2.4,0.0,62.0,1.5,0.0,2.769,14.473,57.093
2023-04-06 17:45:00,1.2,0.0,52.0,2.75,0.0,2.4,0.0,62.0,2.5,0.0,2.769,14.473,57.093
2023-04-06 17:50:00,1.2,0.0,52.0,1.75,0.0,2.4,0.0,62.0,2.0,0.0,2.769,14.473,57.093
2023-04-06 17:55:00,1.3,2.0,51.0,2.75,0.0,2.4,0.0,62.0,4.0,0.0,2.664,11.995,54.119
2023-04-06 18:00:00,1.3,0.0,51.0,2.0,0.0,2.4,0.0,62.0,1.5,0.0,2.7510000000000003,10.737,53.118
2023-04-06 18:05:00,1.3,0.0,51.0,2.0,0.0,2.4,0.0,62.0,2.0,0.0,2.7510000000000003,10.737,53.118
2023-04-06 18:10:00,1.3,0.0,51.0,2.0,0.0,2.4,0.0,62.0,1.5,0.0,2.8160000000000003,10.640999999999998,53.101000000000006
2023-04-06 18:15:00,1.3,0.0,51.0,2.5,0.0,2.4,0.0,62.0,2.5,0.0,2.8160000000000003,10.640999999999998,53.101000000000006
2023-04-06 18:20:00,1.3,0.0,51.0,1.5,0.0,2.4,0.0,61.0,2.0,0.0,2.8160000000000003,10.640999999999998,53.101000000000006
2023-04-06 18:25:00,1.3,0.0,52.0,2.25,0.0,2.4,0.0,62.0,1.5,0.0,2.725,15.92,59.56
